id,x,y,width
41504,1165,760,37
41510,1202,760,43
41514,1245,760,38
41518,1283,760,39
41520,1322,760,38
41525,1360,760,42
41538,1402,760,39
41539,1441,760,34
41541,1475,760,43
41543,1518,760,40
41545,1558,760,43
41548,1601,760,40
41631,1641,760,41
41636,1682,760,38
41637,1720,760,39
41638,1759,760,39
41639,1798,760,44
41640,1842,760,42
41641,1884,760,39
41642,1923,760,39
41643,1962,760,37
41644,0,0,40
41645,40,0,40
41648,80,0,41
41651,121,0,38
41661,159,0,38
41662,197,0,39
41667,236,0,41
41686,277,0,39
41690,316,0,40
41693,356,0,44
41694,400,0,40
41695,440,0,42
41696,482,0,38
41697,520,0,40
41698,560,0,40
41699,600,0,48
41700,648,0,39
41701,687,0,41
41702,728,0,40
41703,768,0,40
41704,808,0,44
41705,852,0,40
41706,892,0,41
41707,933,0,39
41708,972,0,39
41709,1011,0,38
41710,1049,0,38
41711,1087,0,39
41712,1126,0,41
41713,1167,0,39
41716,1206,0,39
41718,1245,0,41
41720,1286,0,41
41725,1327,0,41
41738,1368,0,40
41758,1408,0,40
41765,1448,0,40
41766,1488,0,39
41767,1527,0,40
41772,1567,0,40
41781,1607,0,40
41784,1647,0,44
41788,1691,0,38
41794,1729,0,38
41795,1767,0,42
41796,1809,0,41
41797,1850,0,38
41798,1888,0,37
41799,1925,0,38
41800,1963,0,39
41801,0,40,38
41804,38,40,40
41809,78,40,42
41815,120,40,40
41861,160,40,45
41862,205,40,44
41865,249,40,37
41867,286,40,37
41886,323,40,36
41888,359,40,41
41894,400,40,40
41905,440,40,41
41956,481,40,38
41957,519,40,40
41958,559,40,41
41959,600,40,37
41960,637,40,36
41966,673,40,39
41980,712,40,42
41983,754,40,43
41984,797,40,42
41985,839,40,39
41986,878,40,39
41987,917,40,40
41988,957,40,41
41989,998,40,42
41991,1040,40,45
41992,1085,40,39
41993,1124,40,42
41995,1166,40,40
42003,1206,40,39
42010,1245,40,40
42012,1285,40,41
42013,1326,40,42
42204,1368,40,39
42208,1407,40,43
42400,1450,40,40
42521,1490,40,42
42562,1532,40,42
42581,1574,40,41
42582,1615,40,39
42590,1654,40,43
42591,1697,40,39
42608,1736,40,48
42609,1784,40,42
42610,1826,40,39
42611,1865,40,38
42614,1903,40,42
42666,1945,40,39
42669,1984,40,40
42670,0,80,42
42765,42,80,41
42766,83,80,42
42767,125,80,40
42768,165,80,38
42769,203,80,40
42770,243,80,40
42771,283,80,42
42772,325,80,41
42773,366,80,38
42774,404,80,41
42775,445,80,40
42776,485,80,40
42777,525,80,43
42778,568,80,41
42779,609,80,40
42780,649,80,41
42781,690,80,44
42782,734,80,40
42783,774,80,34
42784,808,80,42
42785,850,80,43
42786,893,80,41
42787,934,80,43
42788,977,80,39
42789,1016,80,39
42790,1055,80,42
42791,1097,80,42
42792,1139,80,40
42793,1179,80,41
42794,1220,80,40
42795,1260,80,40
42796,1300,80,42
42797,1342,80,40
42798,1382,80,42
42799,1424,80,39
42800,1463,80,41
42801,1504,80,38
42802,1542,80,34
42803,1576,80,43
42804,1619,80,43
42805,1662,80,39
42806,1701,80,42
42807,1743,80,45
42808,1788,80,43
42809,1831,80,41
42810,1872,80,40
42811,1912,80,41
42812,1953,80,42
42813,1995,80,42
42814,0,120,46
42815,46,120,40
42816,86,120,43
42817,129,120,41
42818,170,120,41
42819,211,120,40
42820,251,120,40
42821,291,120,44
42822,335,120,41
42823,376,120,41
42824,417,120,40
42825,457,120,41
42826,498,120,41
42834,539,120,41
42859,580,120,39
42860,619,120,40
42890,659,120,38
42894,697,120,33
42897,730,120,41
42898,771,120,38
42899,809,120,37
42904,846,120,38
42905,884,120,37
42907,921,120,38
42910,959,120,40
42911,999,120,38
42913,1037,120,40
42915,1077,120,44
42922,1121,120,40
42923,1161,120,40
42924,1201,120,38
42925,1239,120,40
42926,1279,120,38
42928,1317,120,38
42929,1355,120,42
42931,1397,120,41
42932,1438,120,44
42933,1482,120,39
42934,1521,120,40
42943,1561,120,41
42945,1602,120,45
42948,1647,120,42
42950,1689,120,39
42952,1728,120,43
42955,1771,120,37
42957,1808,120,40
42968,1848,120,40
42969,1888,120,38
42971,1926,120,40
42972,1966,120,39
42974,0,160,39
42980,39,160,41
42982,80,160,41
42990,121,160,40
42994,161,160,41
42999,202,160,42
43040,244,160,39
43044,283,160,41
43052,324,160,37
43056,361,160,45
43059,406,160,41
43062,447,160,40
43065,487,160,41
43071,528,160,38
43075,566,160,40
43085,606,160,40
43089,646,160,42
43104,688,160,41
43110,729,160,40
43114,769,160,40
43119,809,160,41
43124,850,160,39
43140,889,160,41
43148,930,160,38
43156,968,160,39
43157,1007,160,41
43163,1048,160,40
43168,1088,160,39
43173,1127,160,41
43176,1168,160,40
43180,1208,160,40
43184,1248,160,40
43195,1288,160,40
43205,1328,160,42
43206,1370,160,40
43207,1410,160,40
43208,1450,160,41
43209,1491,160,41
43210,1532,160,38
43211,1570,160,41
43212,1611,160,41
43213,1652,160,38
43214,1690,160,41
43215,1731,160,39
43216,1770,160,41
43217,1811,160,40
43218,1851,160,43
43219,1894,160,40
43220,1934,160,41
43221,1975,160,39
43222,0,200,37
43227,37,200,41
43261,78,200,40
43270,118,200,39
43279,157,200,39
43280,196,200,42
43281,238,200,42
43295,280,200,40
43303,320,200,39
43333,359,200,39
43348,398,200,41
43350,439,200,38
43351,477,200,40
43352,517,200,38
43353,555,200,42
43354,597,200,40
43355,637,200,41
43356,678,200,38
43357,716,200,41
43358,757,200,40
43359,797,200,40
43360,837,200,40
43361,877,200,40
43362,917,200,40
43363,957,200,41
43364,998,200,43
43365,1041,200,40
43366,1081,200,43
43367,1124,200,38
43368,1162,200,42
43369,1204,200,42
43370,1246,200,43
43371,1289,200,43
43372,1332,200,41
43373,1373,200,40
43374,1413,200,43
43375,1456,200,37
43376,1493,200,39
43377,1532,200,39
43378,1571,200,41
43379,1612,200,40
43380,1652,200,41
43381,1693,200,38
43382,1731,200,39
43383,1770,200,40
43384,1810,200,40
43385,1850,200,44
43386,1894,200,36
43387,1930,200,39
43388,1969,200,39
43389,0,240,40
43390,40,240,40
43391,80,240,34
43392,114,240,45
43393,159,240,46
43394,205,240,44
43395,249,240,41
43396,290,240,39
43397,329,240,43
43398,372,240,41
43399,413,240,40
43400,453,240,37
43401,490,240,39
43416,529,240,47
43417,576,240,40
43421,616,240,39
43422,655,240,37
43423,692,240,38
43425,730,240,39
43426,769,240,40
43427,809,240,41
43428,850,240,41
43429,891,240,41
43430,932,240,39
43431,971,240,40
43432,1011,240,40
43433,1051,240,39
43434,1090,240,40
43435,1130,240,39
43436,1169,240,42
43438,1211,240,39
43441,1250,240,39
43443,1289,240,38
43445,1327,240,39
43446,1366,240,38
43447,1404,240,38
43450,1442,240,42
43452,1484,240,40
43453,1524,240,42
43454,1566,240,41
43455,1607,240,40
43456,1647,240,41
43457,1688,240,39
43458,1727,240,40
43459,1767,240,39
43460,1806,240,40
43462,1846,240,38
43463,1884,240,40
43464,1924,240,39
43467,1963,240,40
43472,0,280,42
43473,42,280,42
43474,84,280,42
43475,126,280,40
43476,166,280,38
43477,204,280,43
43481,247,280,40
43484,287,280,40
43486,327,280,41
43488,368,280,41
43490,409,280,37
43492,446,280,41
43493,487,280,39
43494,526,280,40
43501,566,280,40
43502,606,280,40
43503,646,280,40
43504,686,280,41
43506,727,280,40
43509,767,280,40
43511,807,280,40
43515,847,280,38
43516,885,280,41
43521,926,280,40
43522,966,280,40
43523,1006,280,35
43524,1041,280,43
43525,1084,280,40
43526,1124,280,40
43528,1164,280,41
43529,1205,280,39
43530,1244,280,42
43531,1286,280,39
43532,1325,280,41
43533,1366,280,39
43534,1405,280,39
43535,1444,280,42
43536,1486,280,39
43537,1525,280,38
43538,1563,280,42
43551,1605,280,39
43552,1644,280,45
43553,1689,280,39
43558,1728,280,41
43559,1769,280,39
43560,1808,280,40
43561,1848,280,40
43562,1888,280,38
43563,1926,280,41
43564,1967,280,41
43565,0,320,43
43566,43,320,41
43567,84,320,41
43568,125,320,41
43569,166,320,41
43570,207,320,40
43571,247,320,41
43572,288,320,44
43573,332,320,43
43574,375,320,42
43577,417,320,42
43578,459,320,42
43579,501,320,41
43580,542,320,40
43581,582,320,39
43582,621,320,40
43583,661,320,38
43584,699,320,38
43598,737,320,40
43602,777,320,41
43607,818,320,40
43609,858,320,42
43611,900,320,40
43613,940,320,40
43616,980,320,41
43617,1021,320,40
43618,1061,320,40
43625,1101,320,40
43627,1141,320,40
43631,1181,320,41
43644,1222,320,41
43645,1263,320,41
43646,1304,320,41
43647,1345,320,41
43648,1386,320,41
43649,1427,320,41
43650,1468,320,41
43651,1509,320,41
43652,1550,320,38
43653,1588,320,41
43654,1629,320,41
43655,1670,320,39
43656,1709,320,39
43657,1748,320,41
43658,1789,320,38
43659,1827,320,36
43660,1863,320,36
43661,1899,320,39
43662,1938,320,41
43663,1979,320,40
43664,0,360,40
43665,40,360,40
43666,80,360,39
43667,119,360,39
43668,158,360,39
43669,197,360,38
43670,235,360,40
43671,275,360,41
43677,316,360,39
43680,355,360,41
43681,396,360,41
43682,437,360,40
43683,477,360,39
43684,516,360,41
43685,557,360,40
43686,597,360,41
43687,638,360,42
43688,680,360,40
43689,720,360,42
43690,762,360,39
43691,801,360,40
43692,841,360,39
43693,880,360,42
43694,922,360,40
43716,962,360,41
43727,1003,360,40
43731,1043,360,40
43733,1083,360,40
43735,1123,360,40
43737,1163,360,40
43747,1203,360,42
43750,1245,360,36
43753,1281,360,42
43755,1323,360,41
43757,1364,360,39
43759,1403,360,40
43760,1443,360,42
43762,1485,360,41
43763,1526,360,41
43764,1567,360,39
43765,1606,360,40
43766,1646,360,41
43767,1687,360,41
43768,1728,360,42
43769,1770,360,39
43770,1809,360,40
43771,1849,360,41
43772,1890,360,40
43773,1930,360,41
43774,1971,360,40
43775,0,400,41
43776,41,400,41
43777,82,400,39
43778,121,400,40
43779,161,400,39
43780,200,400,40
43781,240,400,39
43782,279,400,40
43783,319,400,40
43784,359,400,40
43785,399,400,40
43786,439,400,41
43787,480,400,39
43791,519,400,38
43793,557,400,38
43797,595,400,41
43802,636,400,41
43803,677,400,41
43804,718,400,40
43808,758,400,40
43810,798,400,42
43811,840,400,39
43824,879,400,38
43828,917,400,39
43830,956,400,39
43831,995,400,40
43832,1035,400,39
43834,1074,400,42
43835,1116,400,41
43836,1157,400,40
43838,1197,400,38
43839,1235,400,41
43840,1276,400,43
43842,1319,400,40
43844,1359,400,43
43848,1402,400,43
43852,1445,400,42
43855,1487,400,40
43857,1527,400,40
43889,1567,400,41
43961,1608,400,41
43962,1649,400,40
43963,1689,400,40
43964,1729,400,40
43965,1769,400,40
43966,1809,400,40
43967,1849,400,40
43968,1889,400,40
43969,1929,400,40
43970,1969,400,44
43971,0,440,42
43972,42,440,40
43973,82,440,36
43974,118,440,42
43975,160,440,40
43976,200,440,39
43977,239,440,38
44024,277,440,40
44025,317,440,41
44026,358,440,40
44027,398,440,40
44028,438,440,40
44029,478,440,40
44031,518,440,40
44032,558,440,41
44033,599,440,40
44034,639,440,40
44035,679,440,40
44036,719,440,40
44037,759,440,40
44038,799,440,40
44039,839,440,38
44040,877,440,39
44046,916,440,38
44054,954,440,38
44061,992,440,40
44064,1032,440,39
44066,1071,440,40
44068,1111,440,40
44069,1151,440,39
44070,1190,440,40
44071,1230,440,40
44072,1270,440,40
44074,1310,440,37
44076,1347,440,41
44086,1388,440,43
44099,1431,440,40
44126,1471,440,40
44127,1511,440,36
44128,1547,440,40
44129,1587,440,41
44130,1628,440,40
44131,1668,440,32
44132,1700,440,40
44133,1740,440,37
44134,1777,440,40
44135,1817,440,30
44136,1847,440,39
44137,1886,440,37
44138,1923,440,41
44139,0,480,43
44140,43,480,38
44143,81,480,41
44150,122,480,40
44156,162,480,38
44158,200,480,41
44161,241,480,42
44166,283,480,42
44172,325,480,38
44174,363,480,39
44177,402,480,40
44179,442,480,37
44181,479,480,35
44184,514,480,39
44186,553,480,38
44189,591,480,38
44192,629,480,41
44201,670,480,38
44208,708,480,40
44210,748,480,38
44213,786,480,41
44215,827,480,41
44281,868,480,39
44295,907,480,41
44296,948,480,40
44297,988,480,40
44298,1028,480,40
44299,1068,480,40
44300,1108,480,41
44301,1149,480,38
44320,1187,480,41
44321,1228,480,40
44322,1268,480,40
44323,1308,480,40
44335,1348,480,40
44336,1388,480,40
44337,1428,480,41
44338,1469,480,40
44339,1509,480,40
44340,1549,480,40
44341,1589,480,41
44342,1630,480,39
44345,1669,480,41
44347,1710,480,40
44368,1750,480,40
44369,1790,480,40
44370,1830,480,40
44379,1870,480,41
44382,1911,480,37
44387,1948,480,39
44388,0,520,40
44389,40,520,38
44390,78,520,41
44392,119,520,39
44396,158,520,37
44397,195,520,40
44404,235,520,39
44409,274,520,39
44414,313,520,40
44421,353,520,42
44423,395,520,39
44425,434,520,41
44454,475,520,40
44456,515,520,40
44465,555,520,40
44466,595,520,40
44467,635,520,42
44468,677,520,40
44469,717,520,40
44470,757,520,44
44471,801,520,40
44472,841,520,41
44473,882,520,41
44474,923,520,41
44475,964,520,41
44476,1005,520,40
44477,1045,520,40
44478,1085,520,39
44479,1124,520,43
44505,1167,520,41
44507,1208,520,40
44508,1248,520,40
44509,1288,520,40
44510,1328,520,41
44511,1369,520,41
44512,1410,520,40
44513,1450,520,40
44514,1490,520,40
44515,1530,520,40
44516,1570,520,40
44517,1610,520,40
44518,1650,520,40
44519,1690,520,40
44520,1730,520,40
44521,1770,520,40
44522,1810,520,40
44523,1850,520,40
44524,1890,520,40
44525,1930,520,40
44526,1970,520,40
44527,0,560,33
44528,33,560,41
44529,74,560,40
44530,114,560,39
44533,153,560,41
44534,194,560,40
44535,234,560,43
44548,277,560,40
44550,317,560,41
44551,358,560,41
44552,399,560,41
44554,440,560,41
44555,481,560,37
44557,518,560,41
44573,559,560,40
44574,599,560,41
44575,640,560,42
44576,682,560,41
44577,723,560,39
44583,762,560,40
44584,802,560,41
44585,843,560,37
44586,880,560,39
44587,919,560,42
44588,961,560,42
44589,1003,560,42
44590,1045,560,40
44591,1085,560,41
44592,1126,560,38
44593,1164,560,43
44594,1207,560,42
44595,1249,560,38
44596,1287,560,39
44597,1326,560,39
44598,1365,560,43
44599,1408,560,40
44600,1448,560,41
44601,1489,560,39
44602,1528,560,39
44603,1567,560,40
44604,1607,560,43
44605,1650,560,41
44606,1691,560,37
44607,1728,560,40
44608,1768,560,38
44609,1806,560,40
44610,1846,560,41
44625,1887,560,40
44626,1927,560,42
44627,1969,560,41
44628,0,600,41
44629,41,600,42
44630,83,600,39
44631,122,600,40
44632,162,600,39
44633,201,600,40
44634,241,600,38
44635,279,600,40
44636,319,600,41
44637,360,600,42
44638,402,600,42
44639,444,600,40
44640,484,600,39
44641,523,600,41
44642,564,600,40
44643,604,600,40
44644,644,600,40
44645,684,600,41
44646,725,600,40
44647,765,600,39
44650,804,600,40
44651,844,600,41
44652,885,600,41
44653,926,600,40
44654,966,600,40
44655,1006,600,40
44656,1046,600,40
44657,1086,600,41
44658,1127,600,39
44659,1166,600,41
44660,1207,600,38
44661,1245,600,41
44662,1286,600,41
44663,1327,600,42
44664,1369,600,44
44665,1413,600,41
44666,1454,600,42
44667,1496,600,41
44668,1537,600,41
44670,1578,600,40
44671,1618,600,40
44672,1658,600,41
44673,1699,600,41
44674,1740,600,40
44693,1780,600,40
44694,1820,600,39
44695,1859,600,39
44696,1898,600,41
44697,1939,600,40
44699,1979,600,43
44700,0,640,41
44701,41,640,40
44705,81,640,38
44709,119,640,38
44719,157,640,45
44735,202,640,41
44781,243,640,39
44838,282,640,40
44839,322,640,42
44840,364,640,41
44841,405,640,40
44842,445,640,41
44843,486,640,40
44844,526,640,41
44845,567,640,40
44846,607,640,41
44847,648,640,39
44848,687,640,41
44849,728,640,41
44850,769,640,41
44851,810,640,41
44852,851,640,39
44853,890,640,41
44854,931,640,41
44855,972,640,41
44856,1013,640,41
44857,1054,640,42
44858,1096,640,42
44919,1138,640,41
44920,1179,640,39
44921,1218,640,41
44922,1259,640,44
44923,1303,640,40
44925,1343,640,42
44929,1385,640,36
44930,1421,640,40
44931,1461,640,43
44932,1504,640,46
44934,1550,640,37
44937,1587,640,42
44938,1629,640,40
44942,1669,640,38
44943,1707,640,40
44967,1747,640,41
44969,1788,640,39
44971,1827,640,43
44972,1870,640,38
44973,1908,640,43
44974,1951,640,40
44975,1991,640,39
44976,0,680,43
44978,43,680,40
44985,83,680,37
44986,120,680,39
44989,159,680,40
44991,199,680,38
45019,237,680,40
45073,277,680,40
45076,317,680,38
45082,355,680,40
45084,395,680,39
45105,434,680,40
45116,474,680,41
45145,515,680,38
45147,553,680,38
45148,591,680,38
45149,629,680,37
45150,666,680,39
45151,705,680,41
45152,746,680,39
45154,785,680,42
45162,827,680,42
45165,869,680,38
45173,907,680,40
45175,947,680,40
45176,987,680,37
45178,1024,680,40
45180,1064,680,40
45182,1104,680,39
45184,1143,680,36
45185,1179,680,44
45186,1223,680,36
45192,1259,680,36
45194,1295,680,41
45195,1336,680,38
45196,1374,680,42
45198,1416,680,41
45199,1457,680,40
45200,1497,680,41
45201,1538,680,39
45202,1577,680,38
45203,1615,680,37
45204,1652,680,42
45205,1694,680,40
45206,1734,680,36
45207,1770,680,41
45208,1811,680,41
45209,1852,680,50
45210,1902,680,43
45211,1945,680,42
45212,0,720,40
45213,40,720,45
45215,85,720,40
45216,125,720,43
45217,168,720,40
45218,208,720,41
45219,249,720,40
45220,289,720,42
45221,331,720,39
45222,370,720,42
45223,412,720,38
45224,450,720,39
45225,489,720,40
45240,529,720,43
45241,572,720,40
45242,612,720,38
45243,650,720,41
45247,691,720,43
45248,734,720,40
45249,774,720,37
45250,811,720,39
45251,850,720,44
45252,894,720,41
45253,935,720,40
45254,975,720,40
45255,1015,720,40
45256,1055,720,41
45261,1096,720,40
45269,1136,720,41
45270,1177,720,42
45271,1219,720,43
45277,1262,720,41
45279,1303,720,41
45280,1344,720,39
45284,1383,720,46
45285,1429,720,40
45286,1469,720,40
45287,1509,720,40
45288,1549,720,40
45289,1589,720,40
45290,1629,720,41
45291,1670,720,42
45292,1712,720,41
45294,1753,720,43
45296,1796,720,40
45298,1836,720,40
45302,1876,720,40
45304,1916,720,40
45305,1956,720,42
45308,1998,720,43
45310,0,760,41
45311,41,760,40
45312,81,760,40
45313,121,760,41
45315,162,760,41
45316,203,760,41
45317,244,760,43
45318,287,760,41
45319,328,760,40
45320,368,760,44
45321,412,760,39
45322,451,760,42
45323,493,760,40
45325,533,760,37
45326,570,760,42
45328,612,760,40
45349,652,760,40
45355,692,760,40
45356,732,760,41
45357,773,760,41
45358,814,760,38
45359,852,760,37
45360,889,760,37
45361,926,760,40
45362,966,760,37
45363,1003,760,41
45364,1044,760,37
45365,1081,760,38
45366,1119,760,41
45367,1160,760,40
45368,1200,760,38
45369,1238,760,40
45370,1278,760,39
45371,1317,760,39
45372,1356,760,40
45373,1396,760,39
45374,1435,760,43
45375,1478,760,39
45376,1517,760,40
45377,1557,760,41
45378,1598,760,43
45380,1641,760,41
45381,1682,760,36
45388,1718,760,43
45392,1761,760,41
45399,1802,760,36
45400,1838,760,41
45402,1879,760,40
45404,1919,760,40
45405,1959,760,41
45409,0,0,45
45411,45,0,36
45427,81,0,42
45430,123,0,39
45434,162,0,38
45440,200,0,41
45446,241,0,39
45447,280,0,41
45449,321,0,41
45455,362,0,41
45473,403,0,40
45474,443,0,41
45475,484,0,40
45476,524,0,40
45477,564,0,35
45531,599,0,41
45532,640,0,40
45533,680,0,41
45534,721,0,39
45535,760,0,42
45537,802,0,41
45544,843,0,39
45549,882,0,44
45553,926,0,41
45570,967,0,40
45571,1007,0,39
45572,1046,0,40
45573,1086,0,39
45574,1125,0,39
45575,1164,0,38
45576,1202,0,41
45577,1243,0,41
45578,1284,0,43
45579,1327,0,39
45580,1366,0,41
45581,1407,0,42
45582,1449,0,42
45583,1491,0,39
45584,1530,0,41
45585,1571,0,40
45586,1611,0,40
45587,1651,0,43
45588,1694,0,40
45589,1734,0,40
45590,1774,0,41
45591,1815,0,40
45592,1855,0,36
45593,1891,0,40
45594,1931,0,40
45595,1971,0,40
45596,0,40,38
45597,38,40,39
45598,77,40,40
45599,117,40,40
45600,157,40,41
45601,198,40,40
45602,238,40,42
45603,280,40,40
45604,320,40,39
45605,359,40,40
45606,399,40,41
45607,440,40,39
45608,479,40,38
45609,517,40,39
45610,556,40,38
45611,594,40,39
45612,633,40,41
45613,674,40,40
45614,714,40,40
45615,754,40,40
45616,794,40,43
45617,837,40,41
45618,878,40,40
45619,918,40,41
45621,959,40,39
45622,998,40,41
45624,1039,40,40
45626,1079,40,40
45630,1119,40,41
45657,1160,40,40
45658,1200,40,43
45659,1243,40,41
45660,1284,40,44
45853,1328,40,39
45854,1367,40,40
45855,1407,40,39
45856,1446,40,40
45857,1486,40,41
45858,1527,40,38
45859,1565,40,43
45860,1608,40,39
45861,1647,40,42
45875,1689,40,40
45876,1729,40,42
45877,1771,40,39
45878,1810,40,41
45879,1851,40,41
45880,1892,40,39
45881,1931,40,38
45882,1969,40,38
45883,0,80,37
45884,37,80,38
45885,75,80,39
45886,114,80,41
45887,155,80,41
45888,196,80,41
45889,237,80,40
45890,277,80,39
45891,316,80,41
45892,357,80,40
45893,397,80,40
45894,437,80,41
45895,478,80,38
45896,516,80,40
45897,556,80,40
45898,596,80,40
45899,636,80,40
45900,676,80,39
45901,715,80,40
45902,755,80,40
45903,795,80,40
45904,835,80,40
45905,875,80,42
45909,917,80,40
45910,957,80,39
45911,996,80,40
45912,1036,80,43
45913,1079,80,42
45920,1121,80,39
45921,1160,80,42
45922,1202,80,41
45923,1243,80,42
45924,1285,80,39
45925,1324,80,40
45926,1364,80,39
45927,1403,80,39
45928,1442,80,41
45929,1483,80,41
45930,1524,80,42
45931,1566,80,38
45932,1604,80,39
45933,1643,80,40
45934,1683,80,39
45935,1722,80,48
45936,1770,80,41
45937,1811,80,41
45939,1852,80,43
45940,1895,80,41
45941,1936,80,40
45942,1976,80,42
45944,0,120,47
45945,47,120,40
45946,87,120,43
45947,130,120,41
45952,171,120,40
45962,211,120,40
45963,251,120,42
45973,293,120,41
45974,334,120,40
45975,374,120,41
45976,415,120,39
45977,454,120,40
45978,494,120,41
45981,535,120,40
45991,575,120,42
45996,617,120,43
45999,660,120,38
46003,698,120,42
46004,740,120,40
46009,780,120,37
46011,817,120,38
46013,855,120,42
46014,897,120,39
46017,936,120,37
46018,973,120,40
46019,1013,120,36
46020,1049,120,38
46021,1087,120,40
46023,1127,120,40
46024,1167,120,41
46026,1208,120,37
46027,1245,120,44
46028,1289,120,33
46029,1322,120,43
46030,1365,120,42
46031,1407,120,41
46032,1448,120,40
46033,1488,120,41
46034,1529,120,40
46035,1569,120,41
46036,1610,120,40
46037,1650,120,38
46038,1688,120,42
46039,1730,120,40
46041,1770,120,38
46042,1808,120,42
46043,1850,120,41
46044,1891,120,38
46045,1929,120,37
46047,1966,120,40
46048,0,160,36
46049,36,160,39
46050,75,160,38
46051,113,160,40
46052,153,160,44
46053,197,160,41
46054,238,160,38
46056,276,160,37
46057,313,160,41
46059,354,160,43
46060,397,160,42
46061,439,160,38
46062,477,160,39
46063,516,160,40
46064,556,160,41
46065,597,160,39
46066,636,160,39
46067,675,160,43
46087,718,160,37
46088,755,160,41
46089,796,160,38
46090,834,160,41
46091,875,160,39
46092,914,160,41
46093,955,160,43
46094,998,160,43
46095,1041,160,43
46096,1084,160,39
46098,1123,160,41
46100,1164,160,40
46102,1204,160,40
46103,1244,160,43
46104,1287,160,40
46105,1327,160,39
46107,1366,160,44
46110,1410,160,43
46111,1453,160,41
46112,1494,160,37
46113,1531,160,39
46114,1570,160,42
46115,1612,160,41
46116,1653,160,43
46117,1696,160,39
46118,1735,160,40
46119,1775,160,41
46128,1816,160,43
46148,1859,160,41
46180,1900,160,40
46205,1940,160,41
46207,1981,160,40
46209,0,200,41
46215,41,200,40
46217,81,200,38
46219,119,200,39
46220,158,200,40
46221,198,200,41
46222,239,200,39
46223,278,200,39
46224,317,200,38
46225,355,200,37
46226,392,200,41
46227,433,200,39
46228,472,200,41
46229,513,200,42
46230,555,200,42
46231,597,200,40
46232,637,200,40
46233,677,200,40
46234,717,200,41
46235,758,200,40
46236,798,200,40
46237,838,200,39
46238,877,200,41
46239,918,200,40
46240,958,200,38
46241,996,200,41
46242,1037,200,39
46243,1076,200,40
46244,1116,200,41
46245,1157,200,39
46246,1196,200,40
46247,1236,200,44
46248,1280,200,40
46249,1320,200,41
46250,1361,200,42
46251,1403,200,38
46252,1441,200,39
46253,1480,200,40
46254,1520,200,41
46255,1561,200,41
46256,1602,200,38
46257,1640,200,41
46258,1681,200,41
46259,1722,200,42
46260,1764,200,39
46261,1803,200,44
46262,1847,200,40
46263,1887,200,41
46264,1928,200,40
46265,1968,200,40
46266,0,240,43
46267,43,240,41
46268,84,240,40
46270,124,240,38
46271,162,240,42
46272,204,240,40
46274,244,240,42
46275,286,240,39
46276,325,240,40
46278,365,240,39
46279,404,240,43
46280,447,240,34
46282,481,240,39
46284,520,240,41
46285,561,240,36
46288,597,240,44
46290,641,240,42
46291,683,240,40
46293,723,240,42
46294,765,240,41
46297,806,240,41
46298,847,240,42
46299,889,240,41
46300,930,240,39
46301,969,240,41
46303,1010,240,41
46304,1051,240,40
46305,1091,240,39
46306,1130,240,42
46307,1172,240,41
46309,1213,240,39
46310,1252,240,39
46311,1291,240,39
46313,1330,240,35
46314,1365,240,40
46316,1405,240,39
46317,1444,240,44
46318,1488,240,38
46319,1526,240,41
46320,1567,240,40
46321,1607,240,41
46322,1648,240,41
46323,1689,240,40
46324,1729,240,41
46326,1770,240,40
46329,1810,240,38
46331,1848,240,41
46333,1889,240,42
46335,1931,240,41
46340,1972,240,41
46341,0,280,41
46342,41,280,40
46343,81,280,40
46344,121,280,41
46345,162,280,41
46346,203,280,41
46347,244,280,41
46348,285,280,41
46349,326,280,40
46350,366,280,39
46351,405,280,40
46352,445,280,41
46353,486,280,41
46354,527,280,41
46355,568,280,40
46356,608,280,39
46357,647,280,42
46358,689,280,40
46359,729,280,38
46360,767,280,41
46361,808,280,39
46362,847,280,40
46363,887,280,42
46364,929,280,38
46365,967,280,39
46366,1006,280,40
46367,1046,280,38
46368,1084,280,40
46369,1124,280,40
46370,1164,280,39
46371,1203,280,40
46372,1243,280,38
46373,1281,280,42
46374,1323,280,37
46375,1360,280,40
46376,1400,280,40
46377,1440,280,38
46378,1478,280,39
46379,1517,280,40
46380,1557,280,39
46381,1596,280,39
46382,1635,280,40
46383,1675,280,40
46384,1715,280,36
46385,1751,280,36
46386,1787,280,41
46387,1828,280,37
46388,1865,280,40
46389,1905,280,36
46390,1941,280,37
46391,0,320,39
46392,39,320,44
46393,83,320,38
46394,121,320,40
46395,161,320,40
46396,201,320,38
46397,239,320,39
46398,278,320,40
46399,318,320,39
46400,357,320,39
46401,396,320,41
46402,437,320,39
46403,476,320,39
46404,515,320,39
46405,554,320,41
46406,595,320,37
46407,632,320,41
46408,673,320,41
46409,714,320,39
46410,753,320,40
46411,793,320,36
46412,829,320,41
46413,870,320,46
46414,916,320,42
46415,958,320,40
46416,998,320,43
46417,1041,320,39
46418,1080,320,41
46419,1121,320,43
46420,1164,320,39
46421,1203,320,39
46422,1242,320,39
46423,1281,320,41
46424,1322,320,40
46425,1362,320,42
46426,1404,320,41
46427,1445,320,39
46432,1484,320,40
46436,1524,320,38
46440,1562,320,44
46442,1606,320,37
46444,1643,320,36
46445,1679,320,41
46447,1720,320,40
46450,1760,320,41
46451,1801,320,41
46453,1842,320,35
46454,1877,320,39
46455,1916,320,41
46456,1957,320,35
46457,0,360,43
46458,43,360,42
