id,title,date_earliest,date_latest,duration,production_period_name,production_country,production_region,production_minting_place,nominal,currency
18232964,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18232965,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18232966,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18232967,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18232968,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18232969,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18232978,Domitianus,51,96,45,Römische Kaiserzeit,Bulgarien,Thrakien,,Dupondius,Dupondius
18232979,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18232981,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233041,"Fischer, Johann Karl: Karl Friedrich Schinkel",1802,1865,63,Klassizismus,Deutschland,Brandenburg,Berlin,,
18233043,"Gruber, Florian: Münzmeisterjeton",1599,1599,0,Barock,Deutschland,Thüringen,Erfurt,,
18233045,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233046,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233047,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233048,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233049,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233050,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233051,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233052,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233053,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233054,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233055,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233056,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233057,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233058,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233059,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233060,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233061,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233062,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233063,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233064,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233065,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233066,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233067,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233069,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233070,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233071,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233072,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233073,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233074,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233075,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233078,Chartres: Grafschaft,900,1100,200,Hochmittelalter,Frankreich,Eure-et-Loir,Chartres,Denar (MA),Denar (MA)
18233079,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233080,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233081,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233082,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233083,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233084,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233085,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233086,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233087,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233088,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233089,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233090,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233091,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233092,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233093,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233094,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233098,USA: 11. September 2001,2011,2011,0,Moderne seit 1900,Vereinigte Staaten von Amerika,Pennsylvania,Philadelphia,,
18233102,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233107,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233124,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233125,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233126,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233127,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233128,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233129,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233130,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233131,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233132,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233133,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233134,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233136,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233137,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233138,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233139,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233140,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233141,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233143,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233144,"Depaulis, Alexis Joseph: Karl X.",1792,1867,75,Klassizismus,Frankreich,Île-de-France,Paris,,
18233145,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233146,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233147,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233148,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233149,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233152,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233154,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233155,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233156,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233157,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233158,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233159,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233161,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233163,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233164,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233165,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233167,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233168,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233169,Domitianus: Nachahmung,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,As,As
18233172,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom?,Quadrans,Quadrans
18233174,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom?,Quadrans,Quadrans
18233175,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Semis,Semis
18233176,Byzanz: Nikephorus II. Phocas,963,969,6,Hochmittelalter,Türkei,Thrakien,Konstantinopolis (Istanbul),Miliarense,Miliarense
18233178,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Semis,Semis
18233180,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233181,Trapezunt: Manuel I.,1218,1263,45,Spätmittelalter,Türkei,Pontos,Trapezus,Asper,Asper
18233182,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233183,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233184,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233186,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233187,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233188,Byzanz: Johannes VII.,1370,1408,38,Spätmittelalter,Türkei,Thrakien,Konstantinopolis (Istanbul),1/2 Stavraton, Stavraton
18233189,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Semis,Semis
18233190,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Semis,Semis
18233192,Byzanz: Constantinus VIII.,1025,1028,3,Hochmittelalter,Türkei,Thrakien,Konstantinopolis (Istanbul),Tetarteron (Gold),Tetarteron (Gold)
18233194,Byzanz: Alexius III. Comnenus,337,1197,860,Hochmittelalter,Türkei,Thrakien,Konstantinopolis (Istanbul),Hyperpyron,Hyperpyron
18233195,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233196,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Semis,Semis
18233198,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Semis,Semis
18233201,"Huster, Victor: Experimentelle Archäologie",1955,1995,40,Moderne seit 1900,Deutschland,Baden-Württemberg,Baden-Baden,,
18233216,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Semis,Semis
18233217,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233218,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233219,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233220,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233221,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233222,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233223,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233224,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233225,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233226,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Semis,Semis
18233227,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233228,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233229,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233230,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233231,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233232,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233233,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233234,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233235,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233236,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233238,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233239,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233240,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233241,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233242,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233243,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233244,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233245,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233246,Domitianus,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Quadrans,Quadrans
18233247,Domitianus: Fälschung,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Aureus,Aureus
18233248,Domitia,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18233249,Domitia,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18233250,Domitia,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18233252,Domitia,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18233253,Domitia,51,96,45,Römische Kaiserzeit,Italien,Italia,Rom,Dupondius,Dupondius
18233259,Iulianus,331,363,32,Römische Spätantike,Türkei,Oriens,Antiochia (Antakya),Solidus,Solidus
18233260,"Byzanz: Constans II., Constantinus IV., Heraclius, Tiberius",630,668,38,Frühmittelalter,Italien,Sizilien,Syrakus,Solidus,Solidus
18233311,Gewicht,300,500,200,Römische Spätantike,Italien,Italia,Rom,,
18233318,Godel: Nikolaus Kopernicus,1789,1873,84,Klassizismus,Frankreich,Île-de-France,Paris,,
18233320,Hadrianus,76,138,62,Römische Kaiserzeit,Italien,Italia,Rom,Sesterz,Sesterz
18233322,Meißen: Markgrafschaft,1142,1185,43,Hochmittelalter,Deutschland,Obersachsen,,Brakteat,Brakteat
18233347,Kirchenstaat: Kaiser Otto I./II. und Benedikt VI./VII.,972,983,11,Spätmittelalter,Vatikan,,Rom,Denar (MA),Denar (MA)
18233352,Italien: Otto I.,912,973,61,Hochmittelalter,Italien,Venetien,Verona,Denar (MA),Denar (MA)
18233353,Italien: Otto I.,912,973,61,Hochmittelalter,Italien,Lombardei,Ticinum-Pavia,Denar (MA),Denar (MA)
18233354,Italien: Otto I. und Otto II.,912,973,61,Spätmittelalter,Italien,Lombardei,Mailand,Denar (MA),Denar (MA)
18233382,Pergamon,-200,-133,67,Hellenismus,Türkei,Mysien,Pergamon,,
18233412,Pergamon,-200,-133,67,Hellenismus,Türkei,Mysien,Pergamon,,
18233416,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233418,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233420,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233423,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233424,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233425,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233427,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233428,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233435,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233438,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233465,"Deitenbeck, Ernst: Ferdinand Lepcke",1868,1909,41,Moderne seit 1900,Deutschland,Brandenburg,Berlin,,
18233476,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233479,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233480,Röm. Republik: Petillius Capitolinus,-43,-43,0,Hellenismus,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18233481,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233483,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233485,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233486,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233488,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233489,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233490,Röm. Republik: P. Clodius,-42,-42,0,Hellenismus,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18233491,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233493,Monogrammist G: Auf die Siege des Jahres 1757,1712,1786,74,Rokoko,Großbritannien,,,,
18233496,Röm. Republik: P. Clodius,-42,-42,0,Hellenismus,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18233497,Röm. Republik: P. Clodius,-42,-42,0,Hellenismus,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18233499,Röm. Republik: L. Mussidius Longus,-42,-42,0,Hellenismus,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18233503,Röm. Republik: L. Mussidius Longus,-42,-42,0,Hellenismus,Italien,Italia,Rom,Denar (ANT),Denar (ANT)
18233510,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233513,Pergamon,-138,-133,5,Hellenismus,Türkei,Mysien,Pergamon,,
18233515,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233516,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233523,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233524,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233525,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233526,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233527,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233528,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233529,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233530,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233531,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233532,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233533,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233534,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233535,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233536,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233537,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233538,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233551,Pergamon,-138,-133,5,Hellenismus,Türkei,Mysien,Pergamon,,
18233558,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233561,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233562,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233572,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233624,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233639,Straßburg: Bistum,912,973,61,Hochmittelalter,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),Denar (MA),Denar (MA)
18233647,Straßburg: Bistum,912,973,61,Hochmittelalter,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),Denar (MA),Denar (MA)
18233648,Straßburg: Bistum,912,973,61,Hochmittelalter,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),Denar (MA),Denar (MA)
18233650,Straßburg: Bistum,912,973,61,Hochmittelalter,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),Denar (MA),Denar (MA)
18233654,Straßburg: Bistum,912,973,61,Hochmittelalter,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),Denar (MA),Denar (MA)
18233655,Straßburg: Bistum,912,973,61,Hochmittelalter,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),Denar (MA),Denar (MA)
18233657,"Deutsches Reich: Otto I., Straßburg",912,973,61,Hochmittelalter,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),Denar (MA),Denar (MA)
18233658,"Deutsches Reich: Otto I., Straßburg",912,973,61,Hochmittelalter,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),Denar (MA),Denar (MA)
18233660,"Deutsches Reich: Otto I., Straßburg",912,973,61,Hochmittelalter,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),Denar (MA),Denar (MA)
18233661,"Deutsches Reich: Otto I., Straßburg",912,973,61,Hochmittelalter,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),Denar (MA),Denar (MA)
18233662,"Deutsches Reich: Otto I., Straßburg",912,973,61,Hochmittelalter,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),Denar (MA),Denar (MA)
18233667,"Deutsches Reich: Otto I., Straßburg",912,973,61,Hochmittelalter,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),Denar (MA),Denar (MA)
18233678,Pergamon,117,138,21,Römische Kaiserzeit,Türkei,Mysien,Pergamon,,
18233693,Alexandria: Augustus,-63,14,77,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233707,Alexandria: Tiberius,-42,37,79,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,Tetradrachme,Tetradrachme
18233708,Alexandria: Tiberius,-42,37,79,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,Tetradrachme,Tetradrachme
18233709,Alexandria: Tiberius,-42,37,79,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,Tetradrachme,Tetradrachme
18233712,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,2 Friedrichsdor,Friedrichsdor
18233724,Alexandria: Tiberius,-42,37,79,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,Tetradrachme,Tetradrachme
18233756,Alexandria: Caligula,12,41,29,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233757,Alexandria: Caligula,12,41,29,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233758,Alexandria: Caligula,12,41,29,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233759,Alexandria: Caligula,12,41,29,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233760,Alexandria: Claudius,-10,54,64,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,Tetradrachme,Tetradrachme
18233761,Alexandria: Claudius,-10,54,64,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,Tetradrachme,Tetradrachme
18233762,Alexandria: Claudius,-10,54,64,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,Tetradrachme,Tetradrachme
18233763,Alexandria: Claudius,-10,54,64,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,Tetradrachme,Tetradrachme
18233764,Alexandria: Claudius,-10,54,64,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,Tetradrachme,Tetradrachme
18233767,"Schwarzbach, Anna Franziska: Junger Fritz",1786,1949,163,Moderne seit 1900,Deutschland,,,,
18233768,"Schwarzbach, Anna Franziska: Alter Fritz",1786,1949,163,Moderne seit 1900,Deutschland,,,,
18233769,"Schwarzbach, Anna Franziska: Alter Fritz mit Dreispitz",1786,1949,163,Moderne seit 1900,Deutschland,,,,
18233770,"Schwarzbach, Anna Franziska: Alter Fritz mit Dreispitz",1786,1949,163,Moderne seit 1900,Deutschland,,,,
18233772,Alexandria: Claudius,-10,54,64,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233773,Alexandria: Claudius,-10,54,64,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233775,Alexandria: Claudius,-10,54,64,Römische Kaiserzeit,Ägypten,Ägypten,Alexandria,,
18233798,Preußen: Friedrich II.,1712,1786,74,Rokoko,Deutschland,Brandenburg,Berlin,Stüber, Stüber
