id,last_name,first_name,date_earliest,date_latest
2fc928b112,,"Balthasar (1477-1507), Herzog zu Mecklenburg",1451,1507
c8416cc364,,"Otto IV. (1198-1218), König, seit 1209 Kaiser",1175,1218
f5aaa1c879,,"Johannes Dandolo (1280-1289), Doge",,1289
b2066c90dd,,"Guelfo della Gherardesca (1285-1302), Graf von Donoratico",,1295
67e0d05a23,,"Lotto della Gherardesca (1285-1302), Graf von Donoratico",,
d637e3b3d9,,"Antonio Venier (1382-1400), Doge von Venedig",,1400
1e48652027,,"Heinrich VII. (1308-1313), König, seit 1312 Kaiser, ab 1288 Graf von Luxemburg",,1313
98486c2454,,"Bernabo Visconti (1354-1385), Herr von Mailand",,1385
994e58cacf,,"Galeazzo II. Visconti (1354-1378), Herr von Mailand",,1378
00c4f8f398,,"Johann I., der Blinde (1310-1346), König von Böhmen, seit 1313 Graf von Luxemburg",1296,1346
6dc681269c,,"Karl I. von Anjou (1246-1285), Graf der Provence, 1266-1282 König von Sizilien",1227,1285
7e27aad9d5,,"Martin V. (1417-1431), Papst",1368,1431
8f99b03988,,"Paul II. (1464-1471), Papst",1417,1471
f2f8d3b5b8,,"Nikolaus Tron (1471-1473), Doge",1399,1473
fc00b5280b,,"Nikolaus Marcello (1473-1474), Doge",,1474
ef86e78a8f,,"Julius II. (1503-1513), Papst",1443,1513
7d1c740e57,,"Sixtus IV. (1471-1484), Papst",1414,1484
57c267f926,,"Ercole d'Este (1471-1505), Herzog von Ferrara, Modena und Reggio",1431,1515
48b6606308,,"Franz (Francesco) II. Gonzaga (1484-1519), Markgraf von Mantua",1466,1519
c05636de15,,"Karl I. (1482-1490), Herzog von Savoyen",1468,1490
b24a2bf22a,,"Wilhelm XI. Palaiologos (1494-1518), Markgraf von Montferrat",1486,1518
3296b4ac43,,"Galeazzo Maria Sforza (1466-1476), Herzog von Mailand",1444,1476
e75391fd96,,Bona von Savoyen (1476-1481),1449,1503
603511387a,,"Johann Galeazzo Maria Sforza (1476-1494), Herzog von Mailand",1469,1494
130a302c58,,"Ludwig Maria Sforza, il Moro (1494-1499, 1500), Herzog von Mailand",1452,1508
667c9ae119,,"Bianca Maria Sforza (1494-1510), Erzherzogin von Österreich, Königin, seit 1508 Kaiserin",1472,1510
6abfb16b84,Gian Marco,Cavalli,,
3011063e63,,"Georg V. (1851-1866), König von Hannover",1819,1878
4f95b60ee4,,"Christoph Franz von Buseck (1795-1802), Bischof",1724,1805
f37c5e03de,Friedrich,Welle,,
d1bddcd2ab,,"Georg II. Heinrich (1813-1845), Fürst von Waldeck und Pyrmont",1789,1845
c7df59173e,,Heinrich LXII. (1818-1854),1785,1854
2cee9aedbd,,"Friedrich August II. (1836-1854), König von Sachsen",1797,1854
39eba189f7,,"Johann (1854-1873), König von Sachsen",1801,1873
0d62b2aa95,Karl Reinhard,Krüger,1794,1879
5841ffa18e,Karl Christian Friedrich,Ulbricht,,
d343499396,,"Anton (1827-1836), König von Sachsen",1755,1836
77b9d58474,Johann Gotthelf,Studer,,
dcd14c62b6,,"Leopold IV. Friedrich (1817-1871), Herzog von Anhalt",1794,1871
02d8f9f24a,,"Friedrich Wilhelm (1860-1904), Großherzog von Mecklenburg-Strelitz",1819,1904
3690d617ed,,"Friedrich Wilhelm, der Schwarze Herzog, (1806-1815), Herzog von Braunschweig",1771,1815
39cef8e808,Johann Georg,Grohmann,,
fd061416aa,,"Ernst August (1837-1851), König von Hannover",1771,1851
81ddcdde0d,,"Karl II. (1815-1830), Herzog von Braunschweig und Lüneburg",1804,1873
bd359c439b,,"Georg IV. (1820-1830), König von Großbritannien und von Hannover",1762,1830
ffcbe31b04,Gotthelf Wilhelm August,Cramer von Clausbruch,,
9de20eb7ac,,"Friedrich Franz I. (1785-1837), Herzog zu Mecklenburg, seit 1815 Großherzog",1756,1837
22dc5fb80f,Franz,Nübell,,
1d05557321,Heinrich Friedrich,Brehmer,1815,1889
204b3d6495,,"Wilhelm (1831-1884), Herzog zu Braunschweig und Lüneburg",1806,1884
473b614b15,,"Friedrich August (1803-1816), Fürst, seit 1806 Herzog von Nassau",1738,1816
7e3f203045,,"Maximilian I. Joseph (1806-1825), König von Bayern",1756,1825
314972d169,,Caecilius Maternus,,
b045e4281f,,"Maximilian II. Joseph (1848-1864), König von Bayern",1811,1864
a2c5c321f5,,Cosconius Gentianus,,
31033277ed,André,Kahane,,
c02a1e464e,Johann Gottfried,Schadow,1764,1850
bd79d2d095,,"Hārūn ar-Rašīd (786-809), Kalif",,809
647656f9b8,,Lucius Iulius Faustinianus,,
24512a17b6,,Flavius Ulpianus,,
04502c37ab,,"Edward III. (1327-1377), König von England, 1327-1365 und 1372-1377 Herzog von Aquitanien",1312,1377
f64290f651,,"Sigismund der Münzreiche (1439-1496), Erzherzog",1427,1496
2517792a31,Eugène-André,Oudiné,1810,1889
70d0f21108,Pietro Francesco,Galeffi,1770,1837
7a7aca0d6f,,"Johann II. (1481-1521), Herzog von Kleve und Graf von der Mark",1458,1521
dbcd8637bc,,"Christian VIII. (1839-1848), König von Dänemark, 1814 König von Norwegen",1786,1848
a2907c0aa9,Georg Wilhelm,Svendsen,,
8d8dcf8ad3,Harald,Conradsen,,
5d3eff28ab,,"Karl XIV. Johann (1818-1844), König von Schweden",1763,1844
5fb591175a,,"Krell, Paul",,
8ca528c44c,Lars,Grandel,1750,1836
741c14c8c6,,"Ferdinand I. (1835-1848), Kaiser von Österreich, König von Ungarn",1793,1875
daf57e33e4,Mikolaj,Graczow,,
abff9efba9,,"Charlotte von Preußen, als Alexandra Fjodorowna, Zarin von Russland",1798,1860
79c85b9f0b,Pawel Petrowitsch,Utkin,,
e2d231112a,,Epasnactus,,
e198a1bbee,Johann Friedrich,Freund,1785,1857
ef28f82252,,"Louis Napoleon Bonaparte (1806-1810), König von Holland",1778,1846
2b91c129d7,,"Wilhelmina (1890-1948), Königin der Niederlande",1880,1962
1cfecdbd53,P.,Pander,,
de06e4e0b9,Jean-Pierre,Droz,1746,1823
70c062da4a,,"Charles-Louis-Napoleon Bonaparte (1848-1870), 1848-1852 französischer Staatspräsident, 1852-1870 als Napoleon III. Kaiser der Franzosen",1808,1873
87f843adce,Albert-Désiré,Barre,1818,1878
55b76f52c0,Bartolomeo,Pacca,1756,1844
d8c2d090c3,,"Ferdinand I. (1816-1825), König von Sizilien und Jerusalem",1751,1825
f1a51eefb2,,"Gustav IV. Adolf (1792-1809), König von Schweden",1778,1837
13ebeae13e,Olof,Lidijin,1773,1819
546348a52b,,"Otto I. (1832-1862), König von Griechenland",1815,1867
29be4119fa,,Manius Acilius Glabrio,,
3f2fa9a4df,,Biatec,,
b6d6f726d7,,Tinco,,
a7d73e156f,,Decimus Silanus Lucii Filius,,
81c00fa846,,Meilatos,,
66656f0d61,,"Adelhog (1170-1190), Bischof von Hildesheim",,1190
64b878a75a,,"Berthold II. (1186-1206), Bischof von Naumburg",,1219
a5eae97766,,"Agnes II. von Meißen (1184-1203), Äbtissin",,1203
d16bcd3aea,,"Michael (Miguel) I. (1828-1834), König von Portugal",1802,1866
1ecb02921f,,"Heinrich I. (1142-1153), Erzbischof von Mainz",,1153
94d4e5c48a,,"Konrad I. von Wittelsbach (1161-1200), 1161-1165, ab 1183 Erzbischof von Mainz, ab 1177 auch von Salzburg",1120,1200
4536f996d7,,"Johann (Jean) (1964-2000), Großherzog von Luxemburg",1921,
081db81477,,"Charlotte (1919-1964), Großherzogin von Luxemburg",1896,1985
7b83241796,Gilbert,Ledward,1888,1960
0f759091b0,,"Elizabeth II. (seit 1953), Königin von Großbritannien",1926,
f26d597499,,"Johann (1200-1213), Abt",,
e209b9e8e8,,Pabag,,
bce900dbdd,,"Al-Walīd ibn ʿAbd al-Malik (86-96 AH/705-715), Kalif",668,715
9c0e044acc,,Daud ben Yazid el-Muhallabi,,
72853153e5,,Khusro I. (531-579),,579
ea62a64fe5,,"Nizar Abu el-Mansur el-Aziz billah (365-386 AH/975-996), Kalif",955,996
12acde0d42,,"Nasr II. (301-332 AH/914-943), Emir der Samaniden",,
baff7f0fc6,,Talib ibn Ahmad (338-347 AH/949-958),,
0ac2c844f5,,"Philipp IV. (1285-1314), König von Frankreich",1268,1314
a931ac219d,,"Philipp V. (1316-1322), König von Frankreich",1293,1320
7a1dec438a,,"Philipp VI. (1328-1350), König von Frankreich",1293,1350
2fb5d6cbef,,"Johann II. (1350-1364), König von Frankreich",1319,1365
9e07606906,,"Karl V. (1364-1380), König von Frankreich",1337,1380
8e5de12623,,"Karl VI. (1380-1422), König von Frankreich",1368,1422
9f502dd376,,"Karl VII. (1422-1461), König von Frankreich",1403,1461
a409939277,,"Ludwig XI. (1461-1483), König von Frankreich",1423,1483
14cee5f1e4,,"Robert II. (996-1031), König von Frankreich",970,1031
6349359566,,"Philipp I. (1060-1108), König von Frankreich",,1108
4deeda9a2a,,"Ludwig VII. (1137-1180), König von Frankreich",,1180
fc1706269b,,"Philipp II. August (1180-1223), König von Frankreich",1165,1223
41bc126cd6,,"Ludwig IX. (1226-1270), König von Frankreich",1214,1270
36aef02bc5,,"Philipp III. (1270-1285), König von Frankreich",1245,1285
e5daccaea9,,"Karl IV. (1322-1328), König von Frankreich",,1328
cb0cd95079,,Arkesos/Arkissos,,
365b7dfe67,,"Karl VIII. (1483-1498), König von Frankreich",1470,1498
95d5a9ac2e,,"Heinrich V. (1417-1422), König von England",1387,1422
503d9491e8,,"Heinrich VI. (1422-1461/1470-1471), König von England und 1422-1453 von Frankreich",1421,1471
a72cc8439d,,"Edward Prince of Wales (1362-1372), Herzog von Aquitanien",1330,1376
8868f3735c,,"Hisam Abd-el-Melik (105-125 AH/724-743), Kalif",,743
bb302742d3,,"Richard I. (1169-1199), seit 1189 König von England, seit 1169 Graf von Poitou, Herzog von Aquitanien 1172-1196, seit 1189 Herzog der Normandie",1157,1199
bc26c456f8,,"Heinrich I. (1151-1181), Graf von Champagne",1126,1181
3ce87483cf,,"Heinrich II. (1181-1197), Graf von Champagne, seit 1192 als Heinrich I. König von Jerusalem",1166,1197
5c301240c7,,"Karl von Blois (1341-1364), Vizegraf von Limoges, seit 1345 Herzog der Bretagne",1319,1364
5a3cb7fd83,,"Johann V./VI. (1399-1442), Herzog der Bretagne",1389,1442
7a1294c42a,,Eumenos,,
ea314de7e5,,"Anna (1488-1491/1498-1514), Herzogin der Bretagne, 1491-1498/1499-1514 Königin von Frankreich",1477,1514
504f61b15f,,"Johann Ohnefurcht (1404-1419), Herzog von Burgund",1371,1419
439e4d501e,,"Philipp der Gute (1419-1467), Herzog von Burgund",1396,1467
e7ee63a5f5,,"Karl der Kühne (1467-1477), Herzog von Burgund und Luxemburg",1433,1477
c1af3d7c51,,"Robert von Anjou (1309-1343), König von Neapel, Graf der Provence",1278,1343
c09d577693,,"Johannes XXII. (1316-1334), Papst",,1334
2d4441248b,,"Clemens VI. (1342-1352), Papst",1290,1352
ec3774479d,,"Gregor XI. (1370-1378), Papst",1329,1378
428fe50c7a,,"Franz II. (1458-1488), Herzog der Bretagne",1435,1488
ebaf0091c5,,"Johann II. von Bourbon (1456-1488), Fürst",1427,1488
880215f849,,"Wilhelm IV. (1348-1380), Abt von St. Oyen",,
1f0a5d8fd1,,"Ludwig I. von Anjou (1351-1384), Graf, seit 1360 Herzog von Anjou, seit 1382 Graf der Provence und Titularkönig von Neapel",1339,1384
4edde6bcbe,Ottokar,Spaniel,,
18280c2563,,"Urban V. (1362-1370), Papst",1310,1370
d3eddad239,,"Innocenz VI. (1352-1362), Papst",,1362
f2e57c50c4,,"Johannes Paul II. (1978-2005), Papst",1920,2005
79a97c7b68,,"Clemens VII. (1378-1394), (Gegen-)Papst",1342,1394
facb842e29,,"Johann III. (1312-1355), Herzog von Brabant und Limburg",1300,1355
1566e2b08e,,"Johanna (1355-1406), Herzogin von Brabant und Limburg",1355,1406
27c957b12f,,"Wenzel von Luxemburg (1353-1383), Herzog von Luxemburg",1337,1383
ad9c28a16f,,"Wilhelm I. von Bayern (1354-1389), als Wilhelm V. Graf von Holland, seit 1356 als Wilhelm III. Graf von Hennegau",1130,1389
bf8f652ad4,,"Ludwig II. von Mâle (1346-1384), Graf von Flandern",1330,1384
bd7666c1a4,,"Philipp der Kühne (1384-1404), Herzog von Burgund und Graf von Flandern",1342,1404
dbc77ce29e,,"Johann IV. von Arckel (1341-1378), Bischof von Utrecht bis 1364, dann Bischof von Lüttich",,1378
b9c3161301,,"Albert von Bayern (1389-1404), Graf des Hennegaus",1336,1404
fb9e3633a1,,"Philipp I., der Schöne (1482-1506), Herzog von Burgund, seit 1504 König von Kastilien und Léon",1478,1506
77f47d6b1e,,"Johann von Bayern (1417-1425), Graf von Holland",,1425
c7d1056440,,"Maria von Brabant (1347-1399), Herzogin von Geldern",,
52d6e2b962,Max,Weber,1897,1982
6603258895,,"Wilhelm von Jülich (1377-1402), Herzog von Geldern",,1402
f3ca34c23c,,"Rainald (1402-1423), Herzog von Geldern",,1423
7026c1107d,,"Friedrich III. (1417-1448), Herr von Moers",1377,1448
12e2d4d70e,,Eukleidas,,
6ed0e49ce5,,"Walram von Moers (1417-1456), 1434-1450 gewählter Bischof von Utrecht, seit 1450 Bischof von Münster",,1456
41c7504126,,Parme... (1),,
1974925cce,,Johann von Wezemael (um 1427-1435),,
9f0a629053,,"Bernhard I. (1381-1434), Herzog von Braunschweig",1358,1434
16ff8c3f12,,Kimon,,
a51a89724e,,Sosion,,
35212b36de,,Euth...,,
2073e0850b,,Phrygillos,,
d7406d9661,,"Maria Louise von Habsburg-Lothringen (1814-1847), Herzogin von Parma, Piacenza und Guastalla",1791,1847
37112670f6,,Koson,,
923522c044,,"Friedrich III. (1439-1493), Erzherzog von Österreich als Friedrich V., seit 1440 König, seit 1451",1414,1493
f973c985f0,,"Friedrich II. von Blankenheim (1393-1423), Bischof",1355,1423
20b3604c33,,"Rudolf von Diepholz (1426/1433-1455), 1426 erwählter (postulatus) Bischof, 1433 Bischof von Utrecht",1400,1455
e9a8448147,,"Johann IX. von Horn (1483-1506), Bischof von Lüttich",,
3fd1cd3767,,"David von Burgund (1455-1496), Bischof von Utrecht",,1496
bdc8f74efb,,"Albert von Rethel (1191-1194), Propst",,
5ae962134c,Simón,Bolívar,1783,1830
e458e5e5f1,,"Otto II. (1229-1271), Graf von Geldern",1215,1271
e7b78549bf,,"Menelik II. (1889-1913), Kaiser von Abessinien",1844,1913
62b36b8b7e,,"Leopold II. (1865-1909), König der Belgier",1835,1909
be25b59b6f,Leopold,Wiener,,
e8a022bcbd,,"Johann I. (1268-1294), Herzog von Brabant, seit 1288 auch Limburg",,1294
d13f0b1fe9,Franz von,Lenbach,1836,1904
8a80c127df,,"Said Ali (1886-1912), Sultan der Komoren",,1916
63a014a091,Stephan Johann Paul,Krüger,1825,1904
d4989c364f,,"Margarethe II. (1244-1280), Grafin von Flandern und von Hennegau",1202,1280
5dfd37862d,,"Johann I. (1279-1304), Graf von Hennegau, seit 1299 als Johann II. Graf von Holland",,1304
1dcb70fc5b,,"Floris V. (1266-1290), Graf von Holland",,1296
9710f8af81,,"Johann II. (1294-1312), Herzog von Brabant und Limburg",,1312
b0bb537db6,,"Rama Bahadur Shah Dewa (1777-1799), König von Nepal",1775,1806
6d7be0eed5,,"Florenz von Wewelinghofen (1364-1393), seit 1379 Bischof von Utrecht, 1364-1379 Bischof von Münster",,1393
f95b2a9720,,"Adolf (1313-1344), Bischof von Lüttich",1288,1344
6c2de3274e,,"Rainald III. (1343-1361), Herzog von Geldern",1333,1371
67321ae49a,,"Wenzel II. (1363-1419), seit 1363 als Wenzel IV. König von Böhmen, von 1376-1400 König des Heiligen Römischen Reiches, 1373-1378 Kurfürst von Brandenburg",1361,1419
adfe58174d,,"Karl IV. (1346-1378), deutscher König, seit 1347 König von Böhmen, seit 1355 Kaiser",1316,1378
538472f207,,"Johann (1356-1375), Herr von Moers",,1375
0bc0f5a7c5,,"Ludwig I. (1322-1346), Graf von Flandern",,1346
d8c5d500ec,,"Wilhelm IV. Heinrich (1830-1837), König von Großbritannien und von Hannover",1765,1837
042aa436c5,,"Philipp von Saint Pol (1427-1430), Herzog von Brabant und Limburg",1404,1430
93d444c37e,Nerio di,Datuccio,,
b37d2b0086,Boninsegna di,Angiolino Machiavelli,,
5b82099765,Banco di,Raugio,,
4689e17b3f,Lapo della,Strozza,,
d7b845bc11,,"Agostino Barbarigo (1486-1501), Doge von Venedig",,1501
12350d4446,,"Ludovico Manin (1789-1797), Doge",1726,1802
d094e4c392,,"Ludwig (1434-1465), Fürst von Piemont, seit 1439 Herzog von Savoyen",,1465
789de9f3cf,,"Ludwig II. (1475-1504), Markgraf von Saluzzo",1438,1504
32a164a188,,"Pius II. (1458-1464), Papst",1405,1464
5ebf95e7e3,,"Peter III. (1276-1285), König von Aragon, seit 1282 als Peter I. König von Sizilien",,1285
c546e659eb,,"Alfons V. von Aragon (1416-1458), König von Aragón und Sardinien, seit 1442 König von Neapel, als Alfons I. König von Neapel und Sizilien",1396,1458
db27a7a5f5,,"Alfons II. (1494-1495), König von Neapel",1448,1495
c8b6c56f69,,Alfons VIII. (1158-1214),1155,1214
ce7510b7a2,,"Raimund Berengar I. (1035-1076), Graf von Barcelona",,1076
40b33f496a,,"Peter I., der Grausame (1350-1368), König von Kastilien und Leon",1334,1369
45319124d1,,"Johann II. (1406-1454), König von Kastilien und Leon",1405,1454
b8596c7d7e,,"Jakob III. (1324-1343), König von Mallorca",1315,1349
d1eae99c53,,Ferdinand I. (1412-1416),1380,1416
268b5d18fc,,"Isabella I. (1474-1504), Königin von Kastilien und Leon",1451,1504
dc3fc4bed8,,"Ferdinand II. (1474-1516), seit 1479 König von Aragon, 1474-1504, ab 1506 als Ferdinand V. König von Kastilien und Leon",1452,1516
40256efbe9,,"Sancho I. (1185-1211), König von Portugal",1154,1211
c478289490,,Alfons II. (1211-1223),1185,1223
c632f0bdd8,,Alfons V. (1438-1481),1432,1481
8f14e2af64,,Thiban,,
f39a345cf4,,Artumpari,,
160210a394,,Aischylos,,
7a011cf85c,,Agesias,,
c8a65eb2e5,,Eukarpos,,
f4c274b265,,Nannakos,,
d2f2462c41,,Thessalos,,
2561adcd38,,Dou[l]os,,
2bed047268,Bastian,Hille,,
80beaa3e67,Andreas,Becker,,
13ee4d52d7,Gabriel,Leclerc,,1743
13b12a1a8f,,"Stierlé, Jakob Gottfried",,
549ab4a09f,Tobias,Ernst,,
98b2451df7,Johann Conrad,Marmé,1710,1772
017381dfc7,Henri François,Brandt,1789,1845
a8cd51a5c5,Carl,Pfeuffer,1801,1861
03363ead9f,,"Roger I. (1072-1101), Graf von Sizilien",1031,1101
6265b7867a,,"Friedrich III. von Aragon (1296-1337), König von Sizilien",1272,1337
94ec5f4fa9,,"Karl II. von Anjou (1267-1309), Graf der Provence, seit 1285 König von Neapel",,1309
6343f37024,,"Ferdinand I. (1458-1494), König von Neapel",1424,1494
672a61d27d,Heinrich,Balemann,1677,1750
786f92f6a1,Johann Justus,Jaster,,
e4eb775229,,Seleukos II. Kallinikos,-265,-226
0a8c6073e8,,"Alfons X. (1252-1284), König von Kastilien und Leon",1221,1284
ec365d6bbf,,"Heinrich III. (1390-1406), König von Kastilien und Leon",1379,1406
54d836da4a,,"Heinrich IV. (1454-1474), König von Kastilien und Leon",1425,1474
c88a795fd3,,"Sancho I. Ramirez (1063-1094), König von Aragon, seit 1076 als Sancho V. König von Navarra",,1094
3eab6f0343,,"Peter IV. (1336-1387), König von Aragon",1319,1387
4221f1160a,,"Jakob II. (1291-1327), König von Aragon, 1285-1291 König von Sizilien",,1327
4a6171f484,Jan,Hus,1369,1415
39c374b7a0,,"Sancho (1311-1324), König von Mallorca",1277,1324
37e2c63838,,Enno III. (1599-1625),1563,1625
f007109a36,,"Johann I. (1387-1396), König von Aragon und Mallorca",,
554171ceee,,Dionys I. (1279-1325),1261,1325
3127ce3b08,,Ferdinand I. (1367-1383),1345,1383
f5f65636cf,,"Christian von Braunschweig-Wolfenbüttel (1626), Herzog von Braunschweig-Lüneburg, 1616-1624 Administrator des Bistums Halberstadt",1599,1626
c547e6b8f5,,"Johann (Joao) I. (1385-1433), König von Portugal",1357,1433
b462f9ab78,Heinrich (Henning),Löhr,,
9b18291448,,Dorothea von Sachsen (1610-1617),1591,1617
49e0dabed8,,Antiochos V.,,-162
dfb982cfca,,"Leopold III. (1095-1136), Markgraf und Herzog von Österreich, seit 1485 heilig",1073,1136
28c128e38f,Heinrich,Bonhorst,,
52923839c7,,Demetrios I. Soter,,-150
c8c919705d,,"Leopold VI. (1194-1230), Herzog der Steiermark, seit 1198 auch von Österreich",,1230
3d8d140839,,"Heinrich V. (1144-1161), Herzog von Kärnten",,1161
302df998e8,,"Bernhard (1202-1256), Herzog von Kärnten",,1256
a111066a90,,"Rudolf I. von Habsburg (1273-1291), König, 1276-1286 Herzog von Kärnten, 1278-1282 Herzog von Österreich",1218,1291
c1f87c957c,Henning,Schreiber,,1640
030b622970,,"Albrecht II. (1330-1358), Herzog von Österreich",1298,1358
a2c216e3a7,,"Leonhard von Keutschach (1495-1519), Erzbischof von Salzburg",,1519
b7410d3833,,"Meinhard II. (1257-1295), Graf von Tirol, seit 1286 Herzog von Kärnten",1238,1295
8c84dfc52f,,Gaius Antistius Reginus,,
0472538ce9,,"Albrecht II. (1258-1304), Graf von Görz",1240,1304
5ff04e9ede,,"Albrecht III. (1365-1395), Herzog von Österreich",,1395
d7ec534dca,,"Pilgrim II. (1365-1396), Erzbischof von Salzburg",,1396
4d0eab7680,,"Adolf II. von Mark (1363-1364), Erzbischof von Köln",1334,1394
697fb59da6,,"Friedrich von Saarwerden (1371-1414), Erzbischof von Köln",1348,1414
68f8ee73b4,,"Dietrich von Moers (1414-1463), Erzbischof von Köln",1385,1463
d4ce2c73ae,,"Konrad III. von Dhaun (1419-1434), Erzbischof von Mainz",,1434
48e406a210,,"Ludwig III. (1410-1436), Pfalzgraf bei Rhein",,
f5e3bcfc76,,"Ruprecht III. (1398-1410), Pfalzgraf bei Rhein, seit 1400 König",1352,1410
a4772c839c,,Exakestidas,,
b0bd82c8f5,,"Sibylla Ursula von Braunschweig-Wolfenbüttel (1663-1671), Herzogin von Schleswig-Holstein-Sonderburg-Glücksburg",1629,1671
b60c5be536,,"Christian (1663-1698), Herzog zu Schleswig-Holstein",1627,1698
a760d68dc8,,"Ruprecht von der Pfalz (1463-1480), Erzbischof von Köln",1427,1480
5fd63e269e,,"Adolf I. von Nassau (1371-1390), Bischof von Speyer bis 1388, seit 1381 Erzbischof von Mainz",,1390
37c9470169,,"Werner von Falkenstein (1388-1418), Erzbischof von Trier",,1418
1be0aa1534,,"Maximilian III. (1585-1618), Erzherzog von Österreich, Koadjutor und seit 1590 Hochmeister des Deutschen Ordens",1558,1618
c1e4069c85,,"Raban von Helmstatt (1396-1439), 1396-1438 Bischof von Speyer, seit 1430 Erzbischof von Trier",,1439
48eab4ecd4,,Avitus (2),,
26e19ba636,,"Johann II. von Nassau (1397-1419), Erzbischof von Mainz",1360,1419
07f53977a0,,"Ludwig IV. (1436-1449), Pfalzgraf bei Rhein",1424,1449
4389f45c30,,"Adolf II. von Nassau (1461-1475), Erzbischof von Mainz",,1475
602d178a2f,,"Berthold von Henneberg (1485-1504), Erzbischof von Mainz",,1504
654e6ce5de,,"Sigismund (1387-1437), König von Ungarn, seit 1419 König von Böhmen, seit 1411 deutscher König, seit 1433 Kaiser, 1378-1388, 1411-1415 Kurfürst von Brandenburg",1368,1437
219a4d6422,,"Wilhelm VI. (1637-1663), Landgraf von Hessen-Kassel",1629,1663
8de66da6da,,"Gerhard von Schwarzburg (1359-1400), bis 1372 Bischof von Naumburg, dann von Würzburg",,1400
3806d45136,Gottfried Otto,Hoyer,,
5af81f1321,Johann Dietrich,Schlüter,,
6b77def7cd,,"Friedrich V. (1361-1390), Burggraf von Nürnberg",1332,1398
b08995688d,,"Albrecht Achilles (1464-1486), als Albrecht I. Markgraf von Ansbach und Kulmbach, seit 1470 als Albrecht III. Kurfürst von Brandenburg",1414,1486
f1996c21a8,,"Wilhelm V. (1627-1637), Landgraf von Hessel-Kassel",1602,1637
579d594091,Georg,Kruckenberg,,
f03f7d0d5d,Johann Adam,Rebhun,,
e2a424b6f0,Johann Christian,Roth,,
a162a18d6a,,"Moritz (1656-1681), Herzog von Sachsen-Zeitz",1619,1681
4b3319f093,,"Heinrich von Schwarzburg (1466-1496), Bischof von Münster, seit 1463 Erzbischof von Bremen",1440,1496
d6f2a93d3c,,Udo von Norden (1421-1433),,1433
2eaf1dafcc,,"Wilhelm II. (1361-1393), Herzog von Jülich",1325,1393
73fda95008,,"Wilhelm IV. (1475-1511), Herzog von Jülich und Berg",1455,1511
6fde9a1fd8,,"Friedrich August III. (1763-1827), Kurfürst, seit 1806 als Friedrich August I. König von Sachsen",1750,1827
10d6965afc,,"Krüger, Friedrich Heinrich",,
72812bdfdd,Johann Jeremias,Gründler,1681,1753
3f7503b99d,,"Ernst (1672-1710), Graf von Stolberg-Wernigerode",1650,1710
066b123760,,"Johann Georg II. (1656-1680), Kurfürst von Sachsen",1613,1680
b5612afd56,Johann Peter,Werner,,
6b89eb9de7,Johann Leonhard,Bernhard,,
36b35b0273,,"Georg Friedrich von Kirchberg (1715-1749), Burggraf, Herr zu Farnroda",1683,1749
dfbf09e345,Johann Balthasar,Reinhard,,
bc6f23f512,Johann Benjamin,Hecht,,1767
c7e573cbef,,"Karl I. (1735-1780), Herzog von Braunschweig und Lüneburg, Fürst von Braunschweig-Wolfenbüttel",1713,1780
e99b075189,,Rechiar (448-455),,
1b8c546280,,Leovigild (572-586),,
41b08381b9,,Reccared (586-601),,601
32ca7c43db,,Liuva (601-603),,
7f1915aff4,,Witteric (603-610),,610
18632bb01f,,Gondemar (609-612),,
ca94e8928c,,Swinthila (621-631),,631
19323940cc,,Sisenand (631-636),,636
7663691b2c,,Chintila (636-639),,
04c93f36d7,,Tulga (640-642),,
f6529ee122,,Recceswinth (653-672),,
f9a9b8f445,,Wamba (672-680),,
9fdae07e9c,,Erwig (680-687),,687
4e6aeef871,,Egica (687-702),,702
6cf17caf97,,Wittiza (702-710),,
43ed736390,,"Balduin II. (1100-1118), Graf",,
61d09f73b0,,Tankred (1099-1112),1072,1112
54f14a69a7,,"Roger von Salerno (1112-1119), Regent",,1119
688890a57c,,Boemond III. (1163-1201),1144,1201
122467d9b0,,"Balduin III. (1143-1163), König",,
fef63453d2,,"Amalrich I. (1163-1174), König",,1174
5383e40771,,"Johann von Brienne (1210-1237), 1210-1212 König von Jerusalem, dann Regent bis 1225, ab 1231 Lateinischer Kaiser",,1237
42e609c838,,Raimund II. (1137-1152),,1152
1010be0363,,Raimund III. (1152-1187),,1187
17e89933cb,,Boemund VI. (1251-1275),,1275
05191dbb2e,,Boemund VII. (1275-1287),1261,1287
e525e7a2be,,Gottfried II. von Villehardouin (1229-1246),,
d13aaab281,,"Wilhelm von Villehardouin (1246-1278), Fürst von Achaia",,1278
e3891974ff,,"Hugo I. (1205-1218), König von Zypern",1195,1218
6f6cd146f9,,"Amalrich von Tyrus (1284-1310), Fürst von Tyrus bis 1291, seit 1306 Gubernator",1272,1310
ee01b7e2d7,,"Heinrich II. (1285-1324), König von Zyper, bis 1291 König von Jerusalem",1271,1324
84e1d47f11,,"Deodatus von Gozo (1346-1353), Großmeister des Johanniterordens",,1353
2b054103b6,Anton Gottfried,Pott,,
dfa1b63057,,"August Ludwig (1728-1755), Fürst von Anhalt-Köthen",1697,1755
303f699ea2,,"Friedrich (Frederik) III. (1648-1670), König von Dänemark und Norwegen",1609,1670
0271d1bf0a,Johann,Woltereck,,
b7d80bfee6,Johann Friedrich,Hilcken,,
