id,title,date_earliest,date_latest,production_country,production_region,production_minting_place,diameter,weight,production_material,production_technique,nominal
33650,Straßburg: Bistum,912,973,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),22,1.69,Silver,struck,Denar (MA)
33654,Straßburg: Bistum,912,973,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),21,1.66,Silver,struck,Denar (MA)
33655,Straßburg: Bistum,912,973,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),20,1.56,Silver,struck,Denar (MA)
33657,"Deutsches Reich: Otto I., Straßburg",912,973,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),21,1.57,Silver,struck,Denar (MA)
33658,"Deutsches Reich: Otto I., Straßburg",912,973,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),20,1.23,Silver,struck,Denar (MA)
33660,"Deutsches Reich: Otto I., Straßburg",912,973,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),20,1.46,Silver,struck,Denar (MA)
33661,"Deutsches Reich: Otto I., Straßburg",912,973,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),21,1.60,Silver,struck,Denar (MA)
33662,"Deutsches Reich: Otto I., Straßburg",912,973,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),20,1.61,Silver,struck,Denar (MA)
33667,"Deutsches Reich: Otto I., Straßburg",912,973,Frankreich,Elsass (Bas-Rhin),Straßburg (Strasbourg),20,1.55,Silver,struck,Denar (MA)
33678,Pergamon,117,138,Türkei,Mysien,Pergamon,26,13.26,Bronze,struck,
33693,Alexandria: Augustus,-63,14,Ägypten,Ägypten,Alexandria,25,10.93,Bronze,struck,
33707,Alexandria: Tiberius,-42,37,Ägypten,Ägypten,Alexandria,27,12.52,Billon,struck,Tetradrachme
33708,Alexandria: Tiberius,-42,37,Ägypten,Ägypten,Alexandria,25,13.18,Billon,struck,Tetradrachme
33709,Alexandria: Tiberius,-42,37,Ägypten,Ägypten,Alexandria,26,13.47,Silver,struck,Tetradrachme
33712,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,29,12.77,Gold,struck,2 Friedrichsdor
33724,Alexandria: Tiberius,-42,37,Ägypten,Ägypten,Alexandria,25,11.73,Billon,struck,Tetradrachme
33756,Alexandria: Caligula,12,41,Ägypten,Ägypten,Alexandria,11,0.71,Bronze,struck,
33757,Alexandria: Caligula,12,41,Ägypten,Ägypten,Alexandria,11,0.85,Bronze,struck,
33758,Alexandria: Caligula,12,41,Ägypten,Ägypten,Alexandria,11,0.64,Bronze,struck,
33759,Alexandria: Caligula,12,41,Ägypten,Ägypten,Alexandria,10,0.36,Bronze,struck,
33760,Alexandria: Claudius,-10,54,Ägypten,Ägypten,Alexandria,25,13.35,Billon,struck,Tetradrachme
33761,Alexandria: Claudius,-10,54,Ägypten,Ägypten,Alexandria,25,11.42,Billon,struck,Tetradrachme
33762,Alexandria: Claudius,-10,54,Ägypten,Ägypten,Alexandria,24,12.74,Billon,struck,Tetradrachme
33763,Alexandria: Claudius,-10,54,Ägypten,Ägypten,Alexandria,23-26,12.15,Billon,struck,Tetradrachme
33764,Alexandria: Claudius,-10,54,Ägypten,Ägypten,Alexandria,25,14.76,Billon,struck,Tetradrachme
33772,Alexandria: Claudius,-10,54,Ägypten,Ägypten,Alexandria,26,9.83,Bronze,struck,
33773,Alexandria: Claudius,-10,54,Ägypten,Ägypten,Alexandria,26,10.95,Bronze,struck,
33775,Alexandria: Claudius,-10,54,Ägypten,Ägypten,Alexandria,24,9.90,Bronze,struck,
33798,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,17,1.35,Billon,struck,Stüber
33802,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin,14,0.64,Billon,struck,1/2 Stüber
33901,Röm. Republik: L. Mussidius Longus,-42,-42,Italien,Italia,Rom,19,3.99,Silver,struck,Denar (ANT)
33902,Röm. Republik: L. Mussidius Longus,-42,-42,Italien,Italia,Rom,18,4.02,Silver,struck,Denar (ANT)
33903,Röm. Republik: L. Mussidius Longus,-42,-42,Italien,Italia,Rom,20,2.77,Silver,struck,Denar (ANT)
33904,Röm. Republik: C. Iulius Caesar (Octavianus),-63,14,Griechenland,,,20,3.77,Silver,struck,Denar (ANT)
33905,Röm. Republik: Sex. Pompeius Magnus,-67,-35,Italien,Sizilien,,18,3.76,Silver,struck,Denar (ANT)
33906,Röm. Republik: M. Antonius,-83,-30,Türkei,Kleinasien,,17-20,3.92,Silver,struck,Denar (ANT)
33907,Röm. Republik: Tib. Sempronius Gracchus,-100,-44,Italien,Italia,Rom,20,3.16,Silver,plated,Denar (ANT)
33908,Röm. Republik: M. Antonius und C. Iulius Caesar (Octavianus),-83,-30,Italien,Italia,,19,3.84,Silver,struck,Denar (ANT)
33909,Röm. Republik: M. Antonius,-83,-30,,,,19,3.70,Silver,struck,Denar (ANT)
33921,Alexandria: Claudius,41,55,Ägypten,Ägypten,Alexandria,19,6.40,Billon,struck,Didrachme
33922,Röm. Republik: M. Antonius,-83,-30,Griechenland,,,20,3.18,Silver,struck,Denar (ANT)
33924,Röm. Republik: M. Antonius und L. Pinarius Scarpus,-83,-30,Libyen,Kyrenaika,Kyrene?,18,3.30,Silver,struck,Denar (ANT)
33925,Preußen: Friedrich II. (Kriegsgeld),1712,1786,,,,21,1.95,Silver,struck,1/24 Taler (Groschen)
33928,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,2.06,Silver,struck,1/24 Taler (Groschen)
33930,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,1.83,Silver,struck,1/24 Taler (Groschen)
33931,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,2.03,Silver,struck,1/24 Taler (Groschen)
33933,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,1.89,Silver,struck,1/24 Taler (Groschen)
33934,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,2.08,Silver,struck,1/24 Taler (Groschen)
33935,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,2.02,Silver,struck,1/24 Taler (Groschen)
33936,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,1.99,Silver,struck,1/24 Taler (Groschen)
33937,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,2.07,Silver,struck,1/24 Taler (Groschen)
33938,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,2.04,Silver,struck,1/24 Taler (Groschen)
33939,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,2.01,Silver,struck,1/24 Taler (Groschen)
33941,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,2.05,Silver,struck,1/24 Taler (Groschen)
33943,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,2.11,Silver,struck,1/24 Taler (Groschen)
33945,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,1.81,Silver,struck,1/24 Taler (Groschen)
33946,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,1.92,Silver,struck,1/24 Taler (Groschen)
33947,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,2.03,Silver,struck,1/24 Taler (Groschen)
33948,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,1.82,Silver,struck,1/24 Taler (Groschen)
33949,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,1.77,Silver,struck,1/24 Taler (Groschen)
33950,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,2.00,Silver,struck,1/24 Taler (Groschen)
33951,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,1.76,Silver,struck,1/24 Taler (Groschen)
33952,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,1.94,Silver,struck,1/24 Taler (Groschen)
33953,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,2.10,Silver,struck,1/24 Taler (Groschen)
33954,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,1.80,Silver,struck,1/24 Taler (Groschen)
33955,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,1.94,Silver,struck,1/24 Taler (Groschen)
33957,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,1.96,Silver,struck,1/24 Taler (Groschen)
33958,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,2.08,Silver,struck,1/24 Taler (Groschen)
33959,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,2.02,Silver,struck,1/24 Taler (Groschen)
33960,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,1.97,Silver,struck,1/24 Taler (Groschen)
33961,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,1.92,Silver,struck,1/24 Taler (Groschen)
33963,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,2.10,Silver,struck,1/24 Taler (Groschen)
33964,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,2.10,Silver,struck,1/24 Taler (Groschen)
33966,Preußen: Friedrich II. (Kriegsgeld),1712,1786,Deutschland,Sachsen,Leipzig,21,1.97,Silver,struck,1/24 Taler (Groschen)
33994,Alexandria: Claudius,-10,54,Ägypten,Ägypten,Alexandria,26,13.16,Billon,struck,Tetradrachme
34036,Alexandria: Nero,37,68,Ägypten,Ägypten,Alexandria,25,13.22,Billon,struck,Tetradrachme
34043,Preußen: Friedrich II.,1712,1786,Deutschland,Sachsen-Anhalt,Magdeburg,31,8.39,Silver,struck,8 Gute Groschen (1/3 Taler)
34133,Vitellius,69,69,Italien,Italia,Rom,34,26.67,Bronze,struck,Sesterz
34168,Röm. Republik: C. Iulius Caesar und P. Sepullius Macer,-100,-44,Italien,Italia,Rom,20,4.14,Silver,struck,Denar (ANT)
34169,Röm. Republik: P. Sepullius Macer,-44,-44,Italien,Italia,Rom,12,0.59,Silver,struck,Sesterz
34171,Philippi,41,68,Griechenland,Makedonien,Philippi,18,4.70,Bronze,struck,
34172,Philippi,41,54,Griechenland,Makedonien,Philippi,26,9.29,Bronze,struck,
34173,Philippi,37,68,Griechenland,Makedonien,Philippi,25,9.01,Bronze,struck,
34212,Nürnberg: Reichsmünzstätte,1093,1152,Deutschland,Franken,Nürnberg,23,0.85,Silver,struck,Denar (MA)
34213,Nürnberg: Reichsmünzstätte,1250,1268,Deutschland,Franken,Nürnberg,18,0.92,Silver,struck,Denar (MA)
34214,Nürnberg: Reichsmünzstätte,1210,1225,Deutschland,Franken,Nürnberg,14,0.75,Silver,struck,Denar (MA)
34215,Eger oder Nürnberg: Reichsmünzstätte,1210,1225,Deutschland,Franken,Nürnberg?,20,0.67,Silver,struck,Denar (MA)
34217,Nürnberg: Reichsmünzstätte,1194,1250,Deutschland,Franken,Nürnberg,19,0.95,Silver,struck,Denar (MA)
34218,Eger oder Nürnberg: Reichsmünzstätte,1194,1250,Deutschland,Franken,Nürnberg?,20,0.77,Silver,struck,Denar (MA)
34219,Nürnberg: Reichsmünzstätte,1194,1250,Deutschland,Franken,Nürnberg,19,0.96,Silver,struck,Denar (MA)
34220,Nürnberg: Reichsmünzstätte,1240,1268,Deutschland,Franken,Nürnberg,16,0.46,Silver,struck,Obol (MA)
34222,Nürnberg: Reichsmünzstätte,1268,1273,Deutschland,Franken,Nürnberg,19,0.88,Silver,struck,Denar (MA)
34223,Nürnberg: Reichsmünzstätte,1316,1378,Deutschland,Franken,Nürnberg,15,0.30,Silver,struck,Heller
34224,Nürnberg: Reichsmünzstätte,1361,1419,Deutschland,Franken,Nürnberg,15,0.39,Silver,struck,Heller
34225,Nürnberg: Reichsmünzstätte,1368,1437,Deutschland,Franken,Nürnberg,14,0.29,Silver,struck,Heller
34245,Nürnberg: Reichsmünzstätte,1368,1437,Deutschland,Franken,Nürnberg,23,3.53,Gold,struck,Goldgulden
34246,Nürnberg: Reichsmünzstätte,1368,1437,Deutschland,Franken,Nürnberg,22,3.36,Gold,struck,Goldgulden
34247,Nürnberg: Reichsmünzstätte,1368,1437,Deutschland,Franken,Nürnberg,22,3.43,Gold,struck,Goldgulden
34248,Nürnberg: Reichsmünzstätte,1368,1437,Deutschland,Franken,Nürnberg,23,3.41,Gold,struck,Goldgulden
34270,Syrakus,-420,-416,Italien,Sizilien,Syrakus,13,1.99,Bronze,struck,
34271,Syrakus,-420,-416,Italien,Sizilien,Syrakus,14,1.73,Bronze,struck,
34272,Syrakus,-420,-416,Italien,Sizilien,Syrakus,14,1.90,Bronze,struck,
34295,Galaria,-430,-430,Italien,Sizilien,Galaria,11,0.59,Silver,struck,Litra
34298,Galaria,-460,-460,Italien,Sizilien,Galaria,12,0.65,Silver,struck,Litra
34300,Galaria,-460,-460,Italien,Sizilien,Galaria,11,0.69,Silver,struck,Litra
34338,Neapel und Sizilien: Karl I.,1227,1285,Italien,Kampanien,Neapel,25,3.27,Silver,struck,Saluto d'argento
34339,Neapel: Robert von Anjou,1278,1343,Italien,Kampanien,Neapel?,27,4.02,Silver,struck,Gigliato
34367,Galerius Maximianus,250,311,Ägypten,Ägypten,Alexandria,20,3.33,Silver,struck,Argenteus
34375,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,17,5.09,Silver,struck,Drachme
34376,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,18,5.34,Silver,struck,Drachme
34377,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,20,5.38,Silver,struck,Drachme
34378,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,19,5.40,Silver,struck,Drachme
34379,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,16,3.98,Silver,struck,Drachme
34380,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,16-21,5.35,Silver,struck,Drachme
34424,Cammin: Bistum,1577,1620,Polen,Pommern,Köslin (Koszalin)?,23,2.28,Silver,struck,Doppelschilling
34427,Kyme,110,130,Türkei,Aeolis,Kyme,36,26.18,Bronze,struck,
34428,Trapezus,203,222,Türkei,Pontos,Trapezus,20,3.64,Bronze,struck,
34430,Umayyaden: Abd al-Malik,646,705,Armenien,,Dvin (Dabil),26,2.78,Silver,struck,Dirhem
34433,Umayyaden: Omar ibn Abd-el-Aziz,719,720,Irak,,Kufa,28,2.84,Silver,struck,Dirhem
34436,Umayyaden: al-Walid,668,715,Iran,,Bishapur (Sabur),21,1.14,Silver,struck,1/2 Dirhem?
34438,Umayyaden: al-Walid I.,668,715,Irak,,Wasit,29,2.73,Silver,struck,Dirhem
34440,Umayyaden: Yazid II. ibn Abd al-Malik,721,724,Tunesien,,Kairouan (Qairawān),26,2.54,Silver,struck,Dirhem
34452,Aigeai,-42,37,Türkei,Kilikien,Aigeai,23,9.63,Bronze,struck,
34453,Aigeai,41,55,Türkei,Kilikien,Aigeai,24,7.92,Bronze,struck,
34458,Aigeai,237,249,Türkei,Kilikien,Aigeai,25,11.27,Bronze,struck,
34460,Aigeai,200,262,Türkei,Kilikien,Aigeai,31,20.37,Bronze,struck,
34464,Kassandreia,121,180,Griechenland,Makedonien,Kassandreia,20,7.91,Bronze,struck,
34487,Nerva,30,98,Italien,Italia,Rom,28,8.96,Bronze,struck,As
34518,Philippopolis,188,217,Bulgarien,Thrakien,Philippopolis,41,36.91,Bronze,struck,
34521,Philippopolis,188,217,Bulgarien,Thrakien,Philippopolis,39-42,38.92,Bronze,struck,
34576,Baktrien: Eukratides I.,-170,-145,Afghanistan,Baktrien,,22x23,9.31,Bronze,struck,
34577,Baktrien: Eukratides I.,-170,-145,Afghanistan,Baktrien,,32,17.08,Silver,struck,Tetradrachme
34578,Baktrien: Agathokles,-190,-180,Afghanistan,Baktrien,,21x23,11.23,Bronze,struck,
34579,Baktrien: Apollodotos I.,-180,-160,Afghanistan,Baktrien,,16x17,2.38,Silver,struck,Drachme
34580,Karolinger: Pippin der Kurze,754,768,Frankreich,Cher,Bourges?,18,1.28,Silver,struck,Denar (MA)
34581,Karolinger: Pippin der Kurze,754,768,Frankreich,Cher,Bourges?,18,1.26,Silver,struck,Denar (MA)
34607,Ptolemäer: Ptolemaios III.,-284,-222,Ägypten,Ägypten,Alexandria,27,27.82,Gold,struck,Oktodrachme
34608,Ptolemäer: Ptolemaios III.,-284,-222,Ägypten,Ägypten,Alexandria,27,27.85,Gold,struck,Oktodrachme
34612,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,16,5.29,Silver,struck,Drachme
34613,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,15-19,5.35,Silver,struck,Drachme
34614,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,16,4.18,Silver,plated,Drachme
34615,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,16,4.92,Silver,struck,Drachme
34617,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,15-19,5.07,Silver,struck,Drachme
34618,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,18,5.32,Silver,struck,Drachme
34620,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,17-20,5.33,Silver,struck,Drachme
34621,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,11-15,2.46,Silver,struck,1/2 Drachme (Hemidrachme)
34622,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,12-14,2.49,Silver,struck,1/2 Drachme (Hemidrachme)
34624,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,12-15,2.50,Silver,struck,1/2 Drachme (Hemidrachme)
34625,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,13,2.47,Silver,struck,1/2 Drachme (Hemidrachme)
34626,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,12-14,2.55,Silver,struck,1/2 Drachme (Hemidrachme)
34628,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,14,2.52,Silver,struck,1/2 Drachme (Hemidrachme)
34629,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,14,2.45,Silver,struck,1/2 Drachme (Hemidrachme)
34630,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,16,3.64,Silver,struck,Drachme
34631,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,14,2.52,Silver,struck,1/2 Drachme (Hemidrachme)
34633,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,22,14.78,Silver,struck,Tetradrachme
34634,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,23,15.02,Silver,struck,Tetradrachme
34636,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,21,14.96,Silver,struck,Tetradrachme
34637,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,23,14.45,Silver,struck,Tetradrachme
34638,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,21-23,15.16,Silver,struck,Tetradrachme
34639,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,22,14.00,Silver,struck,Tetradrachme
34640,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,21-23,15.15,Silver,struck,Tetradrachme
34641,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,15,3.56,Silver,struck,Drachme
34642,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,14-17,3.53,Silver,struck,Drachme
34679,Stymphalos,-360,-350,Griechenland,Arkadien,Stymphalos,26,11.37,Silver,struck,Stater
34682,Stymphalos,-360,-350,Griechenland,Arkadien,Stymphalos,25,10.78,Silver,struck,Stater
34683,Stymphalos,-360,-350,Griechenland,Arkadien,Stymphalos,16,2.48,Silver,struck,1/2 Drachme (Hemidrachme)
34685,Stymphalos,-360,-350,Griechenland,Arkadien,Stymphalos,14,1.98,Silver,struck,1/2 Drachme (Hemidrachme)
34687,Stymphalos,-360,-350,Griechenland,Arkadien,Stymphalos,15,1.93,Silver,struck,1/2 Drachme (Hemidrachme)
34689,Stymphalos,-360,-350,Griechenland,Arkadien,Stymphalos,10,0.83,Silver,struck,Obol (ANT)
34692,Stymphalos,-360,-350,Griechenland,Arkadien,Stymphalos,10,0.63,Silver,struck,Obol (ANT)
34693,Stymphalos,-360,-350,Griechenland,Arkadien,Stymphalos,11,0.66,Silver,struck,Obol (ANT)
34694,Stymphalos,-360,-350,Griechenland,Arkadien,Stymphalos,12,0.77,Silver,struck,Obol (ANT)
34696,Stymphalos,-360,-350,Griechenland,Arkadien,Stymphalos,12,0.71,Silver,struck,Obol (ANT)
34698,Stymphalos,-360,-350,Griechenland,Arkadien,Stymphalos,12,0.56,Silver,struck,Obol (ANT)
34699,Stymphalos,-360,-350,Griechenland,Arkadien,Stymphalos,12,0.79,Silver,struck,Obol (ANT)
34701,Stymphalos,-360,-350,Griechenland,Arkadien,Stymphalos,12,0.73,Silver,struck,Obol (ANT)
34702,Stymphalos,-360,-350,Griechenland,Arkadien,Stymphalos,13,0.80,Silver,struck,Obol (ANT)
34703,Stymphalos,-360,-350,Griechenland,Arkadien,Stymphalos,12,0.71,Silver,struck,Obol (ANT)
34705,Stymphalos,-360,-350,Griechenland,Arkadien,Stymphalos,14,1.54,Bronze,struck,
34706,Stymphalos,-360,-350,Griechenland,Arkadien,Stymphalos,14,2.25,Bronze,struck,
34707,Russland: Nikolaus I.,1796,1855,Russische Föderation,,St. Petersburg,"28,4",20.73,Platinum,struck,6 Rubel
34708,Großbritannien: 2012 Regierungsjubiläum,1952,2012,Großbritannien,Wales,Llantrisant,"38,6",28.28,Cupro-Nickel,struck,5 Pounds
34709,Großbritannien: 2012 Olympische Spiele,1952,2012,Großbritannien,Wales,Llantrisant,"38,6",28.28,Cupro-Nickel,struck,5 Pounds
34710,Domitius Alexander,308,310,Tunesien,Africa,Karthago,23,5.30,Bronze,struck,Nummus
34711,Domitius Alexander,308,310,Tunesien,Africa,Karthago,23,4.65,Bronze,struck,Nummus
34712,Domitius Alexander,308,310,Tunesien,Africa,Karthago,21,4.29,Bronze,struck,Nummus
34713,Domitius Alexander,308,310,Tunesien,Africa,Karthago,23,3.79,Bronze,struck,Nummus
34714,Domitius Alexander,308,310,Tunesien,Africa,Karthago,23,6.03,Bronze,struck,Nummus
34729,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,14,3.65,Silver,struck,Drachme
34730,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,10,1.25,Silver,struck,Trihemiobol
34731,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,10,1.12,Silver,struck,Trihemiobol
34732,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,10,1.16,Silver,struck,Trihemiobol
34733,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,12,0.89,Silver,struck,Trihemiobol
34734,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,12,1.07,Silver,struck,Trihemiobol
34735,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,8,0.38,Silver,struck,1/2 Obol (Hemiobol)
34736,Byzantion,-411,-386,Türkei,Thrakien,Byzantion,8,0.41,Silver,struck,1/2 Obol (Hemiobol)
34737,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,11,1.54,Silver,struck,1/2 Drachme (Hemidrachme)
34738,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,12,1.78,Silver,struck,1/2 Drachme (Hemidrachme)
34739,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,11,1.86,Silver,struck,1/2 Drachme (Hemidrachme)
34740,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,12,1.55,Silver,struck,1/2 Drachme (Hemidrachme)
34741,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,12,1.86,Silver,struck,1/2 Drachme (Hemidrachme)
34742,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,11,1.88,Silver,struck,1/2 Drachme (Hemidrachme)
34743,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,11,1.79,Silver,struck,1/2 Drachme (Hemidrachme)
34744,Byzantion,-387,-339,Türkei,Thrakien,Byzantion,12,1.93,Silver,struck,1/2 Drachme (Hemidrachme)
34771,Braunschweig: Herzogtum/Russland: Alexej Michailowitsch,1574,1648,Deutschland,Niedersachsen,Clausthal,44,28.80,Silver,struck,Taler (Jefimok)
34772,Frankfurt: Stadt/Russland: Alexej Michailowitsch,1629,1676,Deutschland,Hessen,Frankfurt am Main,44,28.43,Silver,struck,Taler (Jefimok)
34773,Malta: 2009 Währungsunion,1958,2009,Niederlande,Utrecht,Utrecht,"25,75",8.39,Cupro-Nickel,struck,2 Euro
34788,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,18,4.47,Bronze,struck,
34789,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,17,3.79,Bronze,struck,
34790,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,19,3.59,Bronze,struck,
34791,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,17,3.36,Bronze,struck,
34792,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,15,4.75,Bronze,struck,
34793,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,15,2.68,Bronze,struck,
34794,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,17,3.88,Bronze,struck,
34795,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,14,2.50,Bronze,struck,
34796,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,16,3.56,Bronze,struck,
34797,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,11,1.34,Bronze,struck,
34798,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,11,1.55,Bronze,struck,
34799,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,13,2.25,Bronze,struck,
34800,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,13,2.04,Bronze,struck,
34801,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,14,1.91,Bronze,struck,
34802,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,11,1.77,Bronze,struck,
34803,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,19,5.82,Bronze,struck,
34804,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,22,9.87,Bronze,struck,
34805,Byzantion,-300,-200,Türkei,Thrakien,Byzantion,21,8.01,Bronze,struck,
34806,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,19,4.61,Bronze,struck,
34807,Byzantion,-500,-300,Türkei,Thrakien,Byzantion,20,5.81,Bronze,struck,
34833,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"23,3",6.65,Gold,struck,Friedrichsdor
34835,Anhalt-Bernburg: Fürstentum,1700,1765,Deutschland,,,30,6.65,Silver,struck,8 Gute Groschen (1/3 Taler)
34836,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"23,9",6.58,Gold,struck,Friedrichsdor
34837,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"23,7",6.64,Gold,struck,Friedrichsdor
34838,Preußen: Friedrich Wilhelm III.,1770,1840,Deutschland,Brandenburg,Berlin,"23,7",6.63,Gold,struck,Friedrichsdor
