id,title,subdivision,diameter,weight,date_earliest,date_latest,production_country,production_region,production_minting_place,production_material,finding_country,x,y,width
50576,Poseidonia,"Griechen, Archaik und Klassik",21,3.44,-530,-500,Italy,Lukanien,Poseidonia-Paestum,Silver,,881,360,42
50581,Poseidonia,"Griechen, Archaik und Klassik",8,0.48,-530,-500,Italy,Lukanien,Poseidonia-Paestum,Silver,,923,360,43
50587,Poseidonia,"Griechen, Archaik und Klassik",10,0.56,-530,-500,Italy,Lukanien,Poseidonia-Paestum,Silver,,966,360,38
50588,Poseidonia,"Griechen, Archaik und Klassik",18,8.02,-470,-445,Italy,Lukanien,Poseidonia-Paestum,Silver,,1004,360,40
50589,Poseidonia,"Griechen, Archaik und Klassik",21,8.01,-445,-420,Italy,Lukanien,Poseidonia-Paestum,Silver,,1044,360,44
50590,Makedonien: Alexandros III.,"Griechen, Hellenismus",15,4.18,-336,-323,Greece,Makedonien,Amphipolis,Silver,,1088,360,43
50591,Makedonien: Alexandros III.,"Griechen, Hellenismus",13,2.09,-336,-323,Greece,Makedonien,Amphipolis,Silver,,1131,360,43
50592,Makedonien: Alexandros III.,"Griechen, Hellenismus",14,1.94,-336,-323,Greece,Makedonien,Amphipolis,Silver,,1174,360,43
50593,Poseidonia,"Griechen, Archaik und Klassik",18-22,7.80,-420,-410,Italy,Lukanien,Poseidonia-Paestum,Silver,,1217,360,42
50594,Makedonien: Alexandros III.,"Griechen, Hellenismus",13,2.09,-336,-323,Greece,Makedonien,Amphipolis,Silver,,1259,360,39
50595,Makedonien: Alexandros III.,"Griechen, Hellenismus",14,2.01,-336,-323,Greece,Makedonien,Amphipolis,Silver,,1298,360,41
50596,Poseidonia,"Griechen, Archaik und Klassik",21,7.60,-410,-350,Italy,Lukanien,Poseidonia-Paestum,Silver,,1339,360,40
50597,Makedonien: Alexandros III.,"Griechen, Hellenismus",10,1.37,-336,-323,Greece,Makedonien,Amphipolis,Silver,,1379,360,42
50598,Makedonien: Alexandros III.,"Griechen, Hellenismus",11,1.37,-336,-323,Greece,Makedonien,Amphipolis,Silver,,1421,360,43
50599,Makedonien: Alexandros III.,"Griechen, Hellenismus",11,1.34,-336,-323,Greece,Makedonien,Amphipolis,Silver,,1464,360,45
50600,Makedonien: Alexandros III.,"Griechen, Hellenismus",10,1.37,-336,-323,Greece,Makedonien,Amphipolis,Silver,,1509,360,40
50601,Poseidonia,"Griechen, Archaik und Klassik",21,7.76,-410,-350,Italy,Lukanien,Poseidonia-Paestum,Silver,,1549,360,42
50602,Makedonien: Alexandros III.,"Griechen, Hellenismus",10,0.57,-336,-323,Greece,Makedonien,Amphipolis,Silver,,1591,360,38
50603,Makedonien: Alexandros III.,"Griechen, Hellenismus",9,0.67,-336,-323,Greece,Makedonien,Amphipolis,Silver,,1629,360,44
50605,Makedonien: Alexandros III.,"Griechen, Hellenismus",9,0.69,-336,-323,Greece,Makedonien,Amphipolis,Silver,,1673,360,51
50606,Paestum,"Griechen, Römische Kaiserzeit",18,5.05,14,37,Italy,Lukanien,Poseidonia-Paestum,Bronze,,1724,360,42
50607,Mopsion,"Griechen, Hellenismus",20,7.82,-350,-300,Greece,Thessalien,Mopsion,Bronze,,1766,360,39
50608,Mopsion,"Griechen, Hellenismus",19-22,8.73,-350,-300,Greece,Thessalien,Mopsion,Bronze,,1805,360,39
50609,Syrakus,"Griechen, Archaik und Klassik",21,8.04,-485,-466,Italy,Sizilien,Syrakus,Silver,,1844,360,41
50610,Syrakus,"Griechen, Archaik und Klassik",25,17.01,-485,-479,Italy,Sizilien,Syrakus,Silver,,1885,360,41
50614,Makedonien: Alexandros III.,"Griechen, Hellenismus",16,4.00,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,1926,360,47
50616,Makedonien: Alexandros III.,"Griechen, Hellenismus",16,4.12,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,1973,360,41
50618,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,5.19,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,2014,360,40
50620,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,3.67,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,0,400,42
50622,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,4.27,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,42,400,41
50624,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,2.72,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,83,400,43
50625,Fenserni,"Griechen, Archaik und Klassik",18-22,7.32,-395,-390,Italy,Kampanien,,Silver,,126,400,36
50627,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,3.94,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,162,400,40
50629,Makedonien: Alexandros III.,"Griechen, Hellenismus",14,4.26,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,202,400,41
50630,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,4.20,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,243,400,40
50632,Makedonien: Alexandros III.,"Griechen, Hellenismus",15,4.63,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,283,400,40
50633,Fenserni,"Griechen, Archaik und Klassik",21,7.41,-395,-390,Italy,Kampanien,,Silver,,323,400,41
50635,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,3.74,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,364,400,38
50640,Kyme,"Griechen, Archaik und Klassik",20,7.31,-470,-455,Italy,Kampanien,Kyme,Silver,,402,400,37
50643,Hyria,"Griechen, Archaik und Klassik",21,7.42,-405,-385,Italy,Kampanien,,Silver,,439,400,38
50650,Neapolis,"Griechen, Archaik und Klassik",18-22,7.42,-420,-400,Italy,Kampanien,Neapel,Silver,,477,400,38
50654,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,8.61,-330,-320,Greece,Makedonien,Amphipolis,Gold,,515,400,39
50655,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,8.59,-330,-320,Greece,Makedonien,Amphipolis,Gold,,554,400,41
50656,Makedonien: Alexandros III.,"Griechen, Hellenismus",22,17.21,-330,-320,Greece,Makedonien,Amphipolis,Gold,,595,400,42
50658,Makedonien: Alexandros III.,"Griechen, Hellenismus",22,17.22,-336,-323,Greece,Makedonien,Aigai?,Gold,,637,400,40
50659,Makedonien: Alexandros III.,"Griechen, Hellenismus",21,17.15,-336,-323,Greece,Makedonien,Aigai?,Gold,,677,400,40
50660,Makedonien: Alexandros III.,"Griechen, Hellenismus",11,2.13,-330,-320,Greece,Makedonien,Amphipolis,Gold,,717,400,41
50661,Makedonien: Alexandros III.,"Griechen, Hellenismus",11,2.14,-330,-320,Greece,Makedonien,Amphipolis,Gold,,758,400,42
50662,Makedonien: Alexandros III.,"Griechen, Hellenismus",11,2.14,-330,-320,Greece,Makedonien,Amphipolis,Gold,,800,400,43
50663,Makedonien: Alexandros III.,"Griechen, Hellenismus",11,2.16,-330,-320,Greece,Makedonien,Amphipolis,Gold,,843,400,41
50664,Makedonien: Alexandros III.,"Griechen, Hellenismus",16,3.67,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,884,400,41
50665,Makedonien: Alexandros III.,"Griechen, Hellenismus",16,3.37,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,925,400,38
50666,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,3.70,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,963,400,40
50667,Makedonien: Alexandros III.,"Griechen, Hellenismus",16,4.14,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,1003,400,39
50668,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,4.07,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,1042,400,42
50672,Makedonien: Alexandros III.,"Griechen, Hellenismus",16,3.56,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,1084,400,42
50675,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,3.69,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,1126,400,43
50678,Makedonien: Alexandros III.,"Griechen, Hellenismus",16,3.41,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,1169,400,38
50679,Makedonien: Alexandros III.,"Griechen, Hellenismus",15,3.63,-336,-323,Greece,Makedonien,Amphipolis,Bronze,Greece,1207,400,42
50680,Makedonien: Alexandros III.,"Griechen, Hellenismus",14,1.83,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,1249,400,47
50681,Makedonien: Alexandros III.,"Griechen, Hellenismus",13,1.64,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,1296,400,39
50682,Makedonien: Alexandros III.,"Griechen, Hellenismus",14,2.16,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,1335,400,49
50683,Makedonien: Alexandros III.,"Griechen, Hellenismus",14,2.00,-336,-323,Greece,Makedonien,Amphipolis,Bronze,,1384,400,41
50700,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,8.63,-327,-323,Turkey,Kilikien,Tarsos,Gold,,1425,400,40
50701,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,8.58,-294,-290,Greece,Makedonien,Amphipolis,Gold,,1465,400,40
50702,Makedonien: Alexandros III.,"Griechen, Hellenismus",19,8.54,-323,-319,Turkey,Lydien,Sardis,Gold,Cyprus,1505,400,38
50703,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,14.44,-294,-290,Greece,Makedonien,Amphipolis,Silver,,1543,400,39
50704,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,17.25,-294,-290,Greece,Makedonien,Amphipolis,Silver,,1582,400,38
50705,Makedonien: Alexandros III.,"Griechen, Hellenismus",25,16.77,-310,-275,Greece,,,Silver,,1620,400,40
50706,Makedonien: Alexandros III.,"Griechen, Hellenismus",25,17.07,-315,-310,Greece,Makedonien,Pella,Silver,,1660,400,41
50707,Makedonien: Alexandros III.,"Griechen, Hellenismus",25,17.16,-315,-310,Greece,Makedonien,Pella,Silver,,1701,400,40
50708,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.65,-315,-310,Greece,Makedonien,Pella,Silver,,1741,400,39
50709,Makedonien: Alexandros III.,"Griechen, Hellenismus",28,16.87,-325,-300,,,,Silver,,1780,400,41
50710,Makedonien: Alexandros III.,"Griechen, Hellenismus",28,16.61,-285,-275,Greece,Makedonien,Pella?,Silver,,1821,400,43
50711,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,16.98,-315,-200,,,,Silver,,1864,400,40
50712,Makedonien: Alexandros III.,"Griechen, Hellenismus",28,16.95,-323,-200,,,,Silver,,1904,400,40
50713,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.91,-323,-200,,,,Silver,,1944,400,41
50716,Makedonien: Alexandros III.,"Griechen, Hellenismus",29,16.70,-315,-294,Greece,Makedonien,Amphipolis,Silver,,1985,400,38
50717,Makedonien: Alexandros III.,"Griechen, Hellenismus",28,17.12,-315,-294,Greece,Makedonien,Amphipolis,Silver,,0,440,37
50718,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,16.76,-315,-294,Greece,Makedonien,Amphipolis,Silver,,37,440,40
50720,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.77,-315,-294,Greece,Makedonien,Amphipolis,Silver,,77,440,43
50721,Makedonien: Alexandros III.,"Griechen, Hellenismus",28,16.42,-315,-294,Greece,Makedonien,Amphipolis,Silver,,120,440,45
50723,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,17.09,-315,-294,Greece,Makedonien,Amphipolis,Silver,,165,440,38
50724,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.95,-315,-294,Greece,Makedonien,Amphipolis,Silver,,203,440,40
50725,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,17.17,-315,-294,Greece,Makedonien,Amphipolis,Silver,,243,440,42
50727,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,17.27,-315,-294,Greece,Makedonien,Amphipolis,Silver,,285,440,41
50728,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.80,-315,-294,Greece,Makedonien,Amphipolis,Silver,,326,440,37
50729,Makedonien: Alexandros III.,"Griechen, Hellenismus",28,17.15,-315,-294,Greece,Makedonien,Amphipolis,Silver,,363,440,37
50730,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,17.12,-315,-294,Greece,Makedonien,Amphipolis,Silver,,400,440,40
50731,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,17.20,-315,-294,Greece,Makedonien,Amphipolis,Silver,,440,440,38
50732,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.77,-315,-294,Greece,Makedonien,Amphipolis,Silver,,478,440,38
50733,Makedonien: Alexandros III.,"Griechen, Hellenismus",29,16.95,-315,-294,Greece,Makedonien,Amphipolis,Silver,,516,440,43
50750,Makedonien: Alexandros III.,"Griechen, Hellenismus",30,16.94,-315,-294,Greece,Makedonien,Amphipolis,Silver,,559,440,42
50751,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,16.95,-315,-294,Greece,Makedonien,Amphipolis,Silver,,601,440,39
50752,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,16.77,-315,-294,Greece,Makedonien,Amphipolis,Silver,,640,440,40
50753,Makedonien: Alexandros III.,"Griechen, Hellenismus",28,16.86,-315,-294,Greece,Makedonien,Amphipolis,Silver,,680,440,39
50754,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,16.93,-315,-294,Greece,Makedonien,Amphipolis,Silver,,719,440,39
50755,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.68,-315,-294,Greece,Makedonien,Amphipolis,Silver,,758,440,40
50756,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,17.19,-315,-294,Greece,Makedonien,Amphipolis,Silver,,798,440,40
50757,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,16.54,-315,-294,Greece,Makedonien,Amphipolis,Silver,,838,440,39
50758,Makedonien: Alexandros III.,"Griechen, Hellenismus",25,17.13,-315,-294,Greece,Makedonien,Amphipolis,Silver,,877,440,39
50759,Makedonien: Alexandros III.,"Griechen, Hellenismus",28,17.01,-315,-294,Greece,Makedonien,Amphipolis,Silver,,916,440,41
50760,Makedonien: Alexandros III.,"Griechen, Hellenismus",19,4.05,-300,-280,Turkey,Ionien,Milet?,Silver,,957,440,38
50761,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,3.99,-285,-275,Greece,Makedonien,Pella?,Silver,,995,440,39
50762,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,4.16,-285,-275,Greece,Makedonien,Pella?,Silver,,1034,440,38
50763,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,6.30,-336,-323,Greece,Makedonien,,Bronze,,1072,440,43
50764,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,10.00,-336,-323,Greece,Makedonien,,Bronze,,1115,440,39
50765,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,6.72,-336,-323,Greece,Makedonien,,Bronze,,1154,440,39
50766,Makedonien: Alexandros III.,"Griechen, Hellenismus",19,6.77,-336,-323,Greece,Makedonien,,Bronze,,1193,440,37
50767,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,5.69,-336,-323,Greece,Makedonien,,Bronze,,1230,440,39
50768,Makedonien: Alexandros III.,"Griechen, Hellenismus",21,7.00,-336,-323,Greece,Makedonien,,Bronze,,1269,440,36
50769,Makedonien: Alexandros III.,"Griechen, Hellenismus",19,5.98,-336,-323,Greece,Makedonien,,Bronze,,1305,440,39
50770,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,7.65,-336,-323,Greece,Makedonien,,Bronze,,1344,440,41
50771,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,6.63,-336,-323,Greece,Makedonien,,Bronze,,1385,440,40
50772,Makedonien: Alexandros III.,"Griechen, Hellenismus",24,16.62,-315,-294,Greece,Makedonien,Amphipolis,Silver,,1425,440,41
50773,Makedonien: Alexandros III.,"Griechen, Hellenismus",25,17.01,-315,-294,Greece,Makedonien,Amphipolis,Silver,,1466,440,40
50795,Achaion/Achilleion?,"Griechen, Hellenismus",16,3.82,-133,-30,Turkey,Troas,Achaion?,Bronze,,1506,440,41
50824,Makedonien: Alexandros III.,"Griechen, Hellenismus",25,17.15,-315,-294,Greece,Makedonien,Amphipolis,Silver,,1547,440,40
50826,Makedonien: Alexandros III.,"Griechen, Hellenismus",25,17.06,-315,-294,Greece,Makedonien,Amphipolis,Silver,,1587,440,40
50827,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,16.96,-315,-294,Greece,Makedonien,Amphipolis,Silver,,1627,440,41
50828,Makedonien: Alexandros III.,"Griechen, Hellenismus",25,16.32,-315,-294,Greece,Makedonien,Amphipolis,Silver,,1668,440,41
50829,Makedonien: Alexandros III.,"Griechen, Hellenismus",25,17.37,-315,-294,Greece,Makedonien,Amphipolis,Silver,,1709,440,39
50833,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,17.10,-315,-294,Greece,Makedonien,Amphipolis,Silver,,1748,440,40
50834,Makedonien: Alexandros III.,"Griechen, Hellenismus",28,17.10,-315,-294,Greece,Makedonien,Amphipolis,Silver,,1788,440,37
50838,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,17.06,-315,-294,Greece,Makedonien,Amphipolis,Silver,,1825,440,38
50839,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,16.96,-315,-294,Greece,Makedonien,Amphipolis,Silver,,1863,440,39
50841,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,16.97,-315,-294,Greece,Makedonien,Amphipolis,Silver,,1902,440,39
50842,Makedonien: Alexandros III.,"Griechen, Hellenismus",25,16.85,-315,-294,Greece,Makedonien,Amphipolis,Silver,,1941,440,37
50844,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,17.07,-315,-294,Greece,Makedonien,Amphipolis,Silver,,0,480,39
50846,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,16.78,-315,-294,Greece,Makedonien,Amphipolis,Silver,,39,480,40
50847,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,17.20,-315,-294,Greece,Makedonien,Amphipolis,Silver,,79,480,38
50848,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,16.66,-315,-294,Greece,Makedonien,Amphipolis,Silver,,117,480,39
50849,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,17.13,-315,-294,Greece,Makedonien,Amphipolis,Silver,,156,480,44
50850,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.94,-315,-294,Greece,Makedonien,Amphipolis,Silver,,200,480,39
50854,England: Heinrich II.,Hochmittelalter,21,1.46,1158,1163,Great Britain,England,London,Silver,,239,480,40
50855,England: Heinrich II.,Hochmittelalter,20,1.33,1174,1180,Great Britain,England,Canterbury,Silver,,279,480,40
50856,England: Heinrich II.,Hochmittelalter,20,1.46,1170,1174,Great Britain,England,Lincoln,Silver,,319,480,40
50857,England: Heinrich II.,Hochmittelalter,20,1.44,1158,1163,Great Britain,England,Norwich,Silver,,359,480,41
50858,England: Heinrich II.,Hochmittelalter,20,1.25,1170,1174,Great Britain,England,Canterbury,Silver,,400,480,41
50859,England: Heinrich II.,Hochmittelalter,21,1.44,1174,1180,Great Britain,England,Canterbury,Silver,,441,480,40
50860,England: Heinrich II.,Hochmittelalter,20,1.06,1158,1163,Great Britain,England,Thetford,Silver,,481,480,40
50861,England: Heinrich II.,Hochmittelalter,20,1.42,1158,1163,Great Britain,England,York,Silver,,521,480,41
50862,England: Heinrich II.,Hochmittelalter,19,1.35,1163,1167,Great Britain,England,London,Silver,,562,480,39
50863,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.83,-315,-294,Greece,Makedonien,Amphipolis,Silver,,601,480,39
50864,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.74,-315,-294,Greece,Makedonien,Amphipolis,Silver,,640,480,38
50865,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,17.31,-315,-294,Greece,Makedonien,Amphipolis,Silver,,678,480,42
50866,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,17.23,-315,-294,Greece,Makedonien,Amphipolis,Silver,,720,480,41
50867,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,17.24,-315,-294,Greece,Makedonien,Amphipolis,Silver,,761,480,43
50868,Makedonien: Alexandros III.,"Griechen, Hellenismus",28,17.13,-315,-294,Greece,Makedonien,Amphipolis,Silver,,804,480,39
50869,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.98,-315,-294,Greece,Makedonien,Amphipolis,Silver,,843,480,42
50870,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.97,-315,-294,Greece,Makedonien,Amphipolis,Silver,,885,480,42
50871,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,17.28,-315,-294,Greece,Makedonien,Amphipolis,Silver,,927,480,40
50872,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,17.23,-315,-294,Greece,Makedonien,Amphipolis,Silver,,967,480,40
50873,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.93,-315,-294,Greece,Makedonien,Amphipolis,Silver,,1007,480,38
50874,Makedonien: Alexandros III.,"Griechen, Hellenismus",28,16.84,-315,-294,Greece,Makedonien,Amphipolis,Silver,,1045,480,40
50875,Makedonien: Alexandros III.,"Griechen, Hellenismus",29,16.39,-310,-275,Greece,Makedonien,,Silver,,1085,480,38
50877,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,12.47,-315,-294,Greece,Makedonien,Amphipolis,Silver,,1123,480,40
50878,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,3.98,-334,-323,Turkey,Lydien,Sardis,Silver,,1163,480,39
50879,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,3.78,-319,-315,Turkey,Lydien,Sardis,Silver,,1202,480,39
50880,Makedonien: Alexandros III.,"Griechen, Hellenismus",16,4.28,-319,-305,Turkey,Ionien,Magnesia am Mäander,Silver,,1241,480,40
50881,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,4.14,-319,-305,Turkey,Ionien,Magnesia am Mäander,Silver,,1281,480,40
50882,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,4.15,-319,-305,Turkey,Ionien,Magnesia am Mäander,Silver,,1321,480,40
50883,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,4.24,-319,-305,Turkey,Ionien,Magnesia am Mäander,Silver,,1361,480,37
50884,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,4.21,-323,-319,Turkey,Lydien,Sardis,Silver,,1398,480,41
50885,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,3.78,-319,-305,Turkey,Ionien,Magnesia am Mäander,Silver,,1439,480,42
50886,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,17.16,-336,-323,Greece,Makedonien,Amphipolis,Silver,Egypt,1481,480,40
50887,Makedonien: Alexandros III.,"Griechen, Hellenismus",25,17.20,-336,-323,Greece,Makedonien,Amphipolis,Silver,,1521,480,41
50888,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,17.13,-336,-323,Greece,Makedonien,Amphipolis,Silver,,1562,480,41
50889,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.91,-325,-315,Greece,Makedonien,Pella,Silver,,1603,480,39
50890,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.32,-320,-315,Greece,Makedonien,Amphipolis,Silver,,1642,480,37
50891,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,17.14,-320,-315,Greece,Makedonien,Amphipolis,Silver,,1679,480,43
50892,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,16.31,-320,-315,Greece,Makedonien,Amphipolis,Silver,,1722,480,41
50893,Makedonien: Alexandros III.,"Griechen, Hellenismus",24,17.38,-320,-315,Greece,Makedonien,Amphipolis,Silver,,1763,480,40
50894,Makedonien: Alexandros III.,"Griechen, Hellenismus",31,16.54,-310,-275,Greece,,,Silver,,1803,480,39
50895,Makedonien: Alexandros III.,"Griechen, Hellenismus",25,17.20,-336,-323,Greece,Makedonien,Amphipolis,Silver,,1842,480,42
50896,Makedonien: Alexandros III.,"Griechen, Hellenismus",25,15.18,-325,-315,Greece,Makedonien,Pella,Silver,,1884,480,39
50897,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,17.19,-325,-315,Greece,Makedonien,Pella,Silver,,1923,480,40
50898,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,17.08,-315,-310,Greece,Makedonien,Pella,Silver,,1963,480,38
50899,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,16.33,-315,-310,Greece,Makedonien,Pella,Silver,,0,520,43
50900,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,17.26,-325,-315,Greece,Makedonien,Pella,Silver,,43,520,38
50902,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.51,-332,-323,Egypt,Ägypten,Memphis,Silver,,81,520,41
50903,Makedonien: Alexandros III.,"Griechen, Hellenismus",28,17.09,-332,-323,Egypt,Ägypten,Memphis,Silver,,122,520,41
50904,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,17.24,-332,-323,Egypt,Ägypten,Memphis,Silver,,163,520,40
50905,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.89,-332,-323,Egypt,Ägypten,Memphis,Silver,,203,520,41
50906,Makedonien: Alexandros III.,"Griechen, Hellenismus",27,16.44,-332,-323,Egypt,Ägypten,Memphis,Silver,,244,520,41
50907,Makedonien: Alexandros III.,"Griechen, Hellenismus",26,16.66,-332,-323,Egypt,Ägypten,Memphis,Silver,,285,520,40
50908,Makedonien: Alexandros III.,"Griechen, Hellenismus",25,16.97,-320,-280,Turkey,,,Silver,,325,520,40
50909,Makedonien: Alexandros III.,"Griechen, Hellenismus",25,17.08,-320,-280,Turkey,,,Silver,,365,520,41
50910,Makedonien: Alexandros III.,"Griechen, Hellenismus",16,8.16,-330,-320,Greece,Makedonien,Amphipolis,Gold,,406,520,39
50911,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,8.55,-330,-320,Greece,Makedonien,Amphipolis,Gold,,445,520,39
50912,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,8.50,-330,-320,Greece,Makedonien,Amphipolis,Gold,,484,520,40
50913,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,8.61,-333,-327,Turkey,Kilikien,Tarsos,Gold,,524,520,40
50914,Makedonien: Alexandros III.,"Griechen, Hellenismus",19,8.56,-330,-320,Greece,Makedonien,Amphipolis,Gold,,564,520,40
50915,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,8.60,-333,-327,Turkey,Kilikien,Tarsos,Gold,,604,520,40
50916,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,8.60,-330,-320,Greece,Makedonien,Amphipolis,Gold,,644,520,39
50917,Makedonien: Alexandros III.,"Griechen, Hellenismus",20,8.52,-330,-320,Greece,Makedonien,Amphipolis,Gold,,683,520,38
50918,Makedonien: Alexandros III.,"Griechen, Hellenismus",19,8.52,-330,-320,Greece,Makedonien,Amphipolis,Gold,,721,520,38
50919,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,8.60,-330,-320,Greece,Makedonien,Amphipolis,Gold,,759,520,41
50920,Makedonien: Alexandros III.,"Griechen, Hellenismus",19,8.54,-330,-320,Greece,Makedonien,Amphipolis,Gold,,800,520,39
50921,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,8.57,-330,-320,Greece,Makedonien,Amphipolis,Gold,,839,520,41
50922,Makedonien: Alexandros III.,"Griechen, Hellenismus",17,8.55,-332,-323,Egypt,Ägypten,Memphis,Gold,,880,520,38
50923,Makedonien: Alexandros III.,"Griechen, Hellenismus",18,8.58,-332,-323,Egypt,Ägypten,Memphis,Gold,,918,520,39
